% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 Hz to 1.000000 MHz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 100 ms, 5 cycles; Settling time 200 ms, 10 cycles
% Internal 10 MHz clock
% Acquired 2026-05-13 T 17:41:20 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
1.51740376e+01, -9.7059e+01, 3.7919e+02, -9.9522e+00, -9.2495e-04
1.69178536e+01, -9.8661e+01, 4.2837e+02, -9.9517e+00, -3.1874e-03
1.88620707e+01, -1.0445e+02, 5.8612e+02, -9.9523e+00, -4.3036e-03
2.10297192e+01, -1.0125e+02, 7.0490e+02, -9.9515e+00, -1.2509e-03
2.34464762e+01, -9.9247e+01, 6.6065e+02, -9.9518e+00, -2.9152e-03
2.61409693e+01, -9.9003e+01, 6.2901e+02, -9.9527e+00, -3.5291e-03
2.91451164e+01, -9.9038e+01, 7.1473e+02, -9.9517e+00, -4.3837e-03
3.24945031e+01, -1.0129e+02, 6.9756e+02, -9.9523e+00, -5.5402e-03
3.62288048e+01, -9.6307e+01, 5.5264e+02, -9.9523e+00, -5.0044e-03
4.03922563e+01, -1.0224e+02, 5.1409e+02, -9.9527e+00, -3.0194e-03
4.50341759e+01, -1.0455e+02, 3.8637e+02, -9.9523e+00, -4.6287e-03
5.02095497e+01, -1.0393e+02, 2.2947e+02, -9.9520e+00, -4.6676e-03
5.59796827e+01, -1.0643e+02, 3.0993e+02, -9.9524e+00, -6.2773e-03
6.24129254e+01, -1.0814e+02, 4.5361e+02, -9.9527e+00, -1.0272e-03
6.95854829e+01, -1.1000e+02, 4.0402e+02, -9.9520e+00, -3.6735e-03
7.75823182e+01, -1.0007e+02, 3.1620e+02, -9.9529e+00, -2.2133e-03
8.64981579e+01, -9.7488e+01, 2.2367e+02, -9.9527e+00, -7.8599e-03
9.64386151e+01, -1.1292e+02, 2.0051e+02, -9.9527e+00, -3.3642e-03
1.07521440e+02, -1.0463e+02, 3.3333e+01, -9.9527e+00, -5.4467e-03
1.19877914e+02, -1.0254e+02, 2.0643e+02, -9.9522e+00, -6.1287e-03
1.33654407e+02, -1.0897e+02, 3.2529e+02, -9.9522e+00, -4.7270e-03
1.49014109e+02, -1.1806e+02, 4.0612e+02, -9.9527e+00, -5.8012e-03
1.66138964e+02, -1.0530e+02, 4.5028e+02, -9.9529e+00, -7.0373e-03
1.85231824e+02, -1.0826e+02, 3.9436e+02, -9.9537e+00, -5.6481e-03
2.06518856e+02, -1.0764e+02, 3.1626e+02, -9.9527e+00, -3.6603e-03
2.30252215e+02, -1.0922e+02, 4.0939e+02, -9.9539e+00, -8.8991e-03
2.56713036e+02, -1.0884e+02, 3.1244e+02, -9.9534e+00, -7.8315e-03
2.86214762e+02, -1.0014e+02, 1.4128e+02, -9.9539e+00, -7.6733e-03
3.19106857e+02, -1.0916e+02, -1.6347e+01, -9.9535e+00, -8.3111e-03
3.55778945e+02, -1.0603e+02, -1.0030e+02, -9.9536e+00, -7.6372e-03
3.96665427e+02, -1.1281e+02, -2.7576e+02, -9.9537e+00, -7.9156e-03
4.42250626e+02, -1.1159e+02, -1.2632e+02, -9.9537e+00, -9.6393e-03
4.93074522e+02, -1.1750e+02, -2.1111e+02, -9.9534e+00, -1.0260e-02
5.49739153e+02, -1.1168e+02, -2.7642e+02, -9.9534e+00, -1.0414e-02
6.12915741e+02, -1.0563e+02, -3.9792e+02, -9.9533e+00, -1.0158e-02
6.83352648e+02, -1.0853e+02, -3.8873e+02, -9.9533e+00, -9.7987e-03
7.61884237e+02, -1.1445e+02, -5.0990e+02, -9.9524e+00, -1.2160e-02
8.49440757e+02, -1.1345e+02, -6.8669e+02, -9.9525e+00, -1.3537e-02
9.47059361e+02, -1.0906e+02, -7.2609e+02, -9.9529e+00, -1.3753e-02
1.05589640e+03, -1.2972e+02, -7.0148e+02, -9.9529e+00, -1.5243e-02
1.17724110e+03, -1.0215e+02, -8.2918e+02, -9.9533e+00, -1.7251e-02
1.31253085e+03, -1.1339e+02, -7.6749e+02, -9.9527e+00, -1.9088e-02
1.46336825e+03, -1.1317e+02, -7.6472e+02, -9.9527e+00, -2.0310e-02
1.63154003e+03, -1.1409e+02, -6.3486e+02, -9.9533e+00, -2.2312e-02
1.81903829e+03, -1.1610e+02, -5.5948e+02, -9.9525e+00, -2.5197e-02
2.02808404e+03, -1.2064e+02, -6.2343e+02, -9.9534e+00, -2.7475e-02
2.26115354e+03, -1.1691e+02, -7.9444e+02, -9.9531e+00, -3.0780e-02
2.52100763e+03, -1.1102e+02, -9.6881e+02, -9.9530e+00, -3.4744e-02
2.81072441e+03, -1.2529e+02, -8.1431e+02, -9.9526e+00, -3.8655e-02
3.13373575e+03, -1.1346e+02, -7.6145e+02, -9.9528e+00, -4.2578e-02
3.49386789e+03, -1.1030e+02, -7.0881e+02, -9.9529e+00, -4.7723e-02
3.89538678e+03, -1.2803e+02, -6.3092e+02, -9.9523e+00, -5.3798e-02
4.34304863e+03, -1.1629e+02, -6.2448e+02, -9.9522e+00, -5.9625e-02
4.84215624e+03, -1.2195e+02, -5.5334e+02, -9.9526e+00, -6.6880e-02
5.39862181e+03, -1.0958e+02, -5.7896e+02, -9.9526e+00, -7.4403e-02
6.01903698e+03, -1.2430e+02, -6.3683e+02, -9.9525e+00, -8.2378e-02
6.71075089e+03, -1.2129e+02, -5.9258e+02, -9.9523e+00, -9.1482e-02
7.48195728e+03, -1.3098e+02, -5.5172e+02, -9.9520e+00, -1.0235e-01
8.34179151e+03, -1.2001e+02, -4.8053e+02, -9.9519e+00, -1.1463e-01
9.30043876e+03, -1.2497e+02, -6.0580e+02, -9.9510e+00, -1.2912e-01
1.03692547e+04, -1.2278e+02, -6.3187e+02, -9.9499e+00, -1.4515e-01
1.15609002e+04, -1.1731e+02, -6.3559e+02, -9.9499e+00, -1.6445e-01
1.28894907e+04, -1.2305e+02, -7.1260e+02, -9.9486e+00, -1.8550e-01
1.43707642e+04, -1.1821e+02, -5.5471e+02, -9.9477e+00, -2.0992e-01
1.60222672e+04, -1.2081e+02, -6.9163e+02, -9.9477e+00, -2.3751e-01
1.78635626e+04, -1.1926e+02, -6.5489e+02, -9.9472e+00, -2.6842e-01
1.99164616e+04, -1.1501e+02, -6.1257e+02, -9.9462e+00, -3.0402e-01
2.22052818e+04, -1.4295e+02, -5.2413e+02, -9.9447e+00, -3.4421e-01
2.47571356e+04, -1.1698e+02, -6.2691e+02, -9.9441e+00, -3.8966e-01
2.76022511e+04, -1.2515e+02, -6.8876e+02, -9.9427e+00, -4.4091e-01
3.07743302e+04, -1.2860e+02, -7.1613e+02, -9.9417e+00, -4.9931e-01
3.43109478e+04, -1.1886e+02, -6.2847e+02, -9.9404e+00, -5.6491e-01
3.82539972e+04, -1.1730e+02, -6.3816e+02, -9.9389e+00, -6.3899e-01
4.26501859e+04, -1.2517e+02, -5.8656e+02, -9.9376e+00, -7.2207e-01
4.75515891e+04, -1.1423e+02, -6.1842e+02, -9.9365e+00, -8.1545e-01
5.30162665e+04, -1.1769e+02, -6.2449e+02, -9.9351e+00, -9.2040e-01
5.91089504e+04, -1.1334e+02, -6.5735e+02, -9.9335e+00, -1.0377e+00
6.59018117e+04, -1.1736e+02, -6.4162e+02, -9.9328e+00, -1.1688e+00
7.34753157e+04, -1.1393e+02, -6.2247e+02, -9.9326e+00, -1.3148e+00
8.19191744e+04, -1.1293e+02, -6.2566e+02, -9.9318e+00, -1.4776e+00
9.13334102e+04, -1.1162e+02, -6.2266e+02, -9.9316e+00, -1.6587e+00
1.01829540e+05, -1.1215e+02, -6.3827e+02, -9.9307e+00, -1.8598e+00
1.13531895e+05, -1.1028e+02, -6.3468e+02, -9.9308e+00, -2.0832e+00
1.26579097e+05, -1.1016e+02, -6.3956e+02, -9.9306e+00, -2.3313e+00
1.41125697e+05, -1.0899e+02, -6.4231e+02, -9.9309e+00, -2.6068e+00
1.57344007e+05, -1.0805e+02, -6.4359e+02, -9.9310e+00, -2.9129e+00
1.75426142e+05, -1.0764e+02, -6.3831e+02, -9.9318e+00, -3.2527e+00
1.95586295e+05, -1.0675e+02, -6.4092e+02, -9.9314e+00, -3.6307e+00
2.18063272e+05, -1.0594e+02, -6.3424e+02, -9.9322e+00, -4.0513e+00
2.43123328e+05, -1.0499e+02, -6.3786e+02, -9.9326e+00, -4.5191e+00
2.71063311e+05, -1.0418e+02, -6.3812e+02, -9.9329e+00, -5.0401e+00
3.02214185e+05, -1.0335e+02, -6.3785e+02, -9.9333e+00, -5.6204e+00
3.36944950e+05, -1.0243e+02, -6.4003e+02, -9.9343e+00, -6.2667e+00
3.75667010e+05, -1.0153e+02, -6.3780e+02, -9.9347e+00, -6.9866e+00
4.18839048e+05, -1.0013e+02, -6.4282e+02, -9.9353e+00, -7.7886e+00
4.66972462e+05, -9.9147e+01, -6.4181e+02, -9.9358e+00, -8.6824e+00
5.20637418e+05, -9.8371e+01, -6.4017e+02, -9.9365e+00, -9.6782e+00
5.80469605e+05, -9.7212e+01, -6.4240e+02, -9.9376e+00, -1.0788e+01
6.47177768e+05, -9.6500e+01, -6.4365e+02, -9.9385e+00, -1.2024e+01
7.21552103e+05, -9.5575e+01, -6.4412e+02, -9.9390e+00, -1.3402e+01
8.04473612e+05, -9.4511e+01, -6.4619e+02, -9.9403e+00, -1.4938e+01
8.96924546e+05, -9.3682e+01, -6.4749e+02, -9.9407e+00, -1.6649e+01
1.00000004e+06, -9.2712e+01, -6.4820e+02, -9.9419e+00, -1.8557e+01
