% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 1 MOhm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 2.00 ms, 1 cycles; Settling time 100 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-15 T 12:49:58 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
6.35549809e+00, -5.0046e+01, -3.8454e-01, -3.9876e+00, 7.1587e-05
5.70040218e+00, -5.0021e+01, -6.9231e-04, -3.9873e+00, -1.6207e-03
5.11283059e+00, -5.0138e+01, 1.0824e-02, -3.9884e+00, -1.9308e-04
4.58582322e+00, -5.0040e+01, -3.5116e-01, -3.9880e+00, 1.1767e-03
4.11313737e+00, -4.9955e+01, 7.0444e-02, -3.9881e+00, -3.0186e-04
3.68917383e+00, -5.0011e+01, -2.6600e-01, -3.9885e+00, -1.4061e-03
3.30891053e+00, -5.0059e+01, -1.3149e-01, -3.9889e+00, 9.4446e-04
2.96784305e+00, -5.0027e+01, -1.5625e-01, -3.9877e+00, 1.8584e-03
2.66193125e+00, -5.0023e+01, -7.5949e-02, -3.9887e+00, 7.2694e-05
2.38755146e+00, -4.9947e+01, -3.2058e-01, -3.9885e+00, -1.9391e-03
2.14145349e+00, -5.0124e+01, -1.5968e-01, -3.9883e+00, -2.4958e-03
1.92072218e+00, -5.0026e+01, -1.6239e-02, -3.9880e+00, 1.3616e-03
1.72274285e+00, -4.9916e+01, 1.9233e-01, -3.9880e+00, -6.3931e-04
1.54517034e+00, -4.9990e+01, 2.7946e-02, -3.9885e+00, 2.6678e-04
1.38590119e+00, -5.0053e+01, 2.3607e-01, -3.9881e+00, -1.9829e-04
1.24304878e+00, -4.9989e+01, 1.0763e-01, -3.9883e+00, -8.6936e-04
1.11492096e+00, -5.0038e+01, -1.8659e-01, -3.9881e+00, -3.2466e-03
9.99999963e-01, -4.9978e+01, 5.0761e-03, -3.9868e+00, -2.2200e-03
