% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 100 ms, 4 cycles; Settling time 1.00 s, 5 cycles
% Internal 10 MHz clock
% Acquired 2026-05-13 T 16:44:19 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
5.30163037e+04, -5.5796e+01, -6.4884e-01, -9.9580e+00, -9.2322e-01
4.75516237e+04, -5.5796e+01, -5.7332e-01, -9.9600e+00, -8.1763e-01
4.26502181e+04, -5.5792e+01, -5.1476e-01, -9.9611e+00, -7.2337e-01
3.82540271e+04, -5.5804e+01, -4.1618e-01, -9.9616e+00, -6.3955e-01
3.43109756e+04, -5.5805e+01, -3.4808e-01, -9.9624e+00, -5.6515e-01
3.07743559e+04, -5.5812e+01, -2.7886e-01, -9.9640e+00, -4.9929e-01
2.76022750e+04, -5.5823e+01, -2.5036e-01, -9.9650e+00, -4.4110e-01
2.47571577e+04, -5.5826e+01, -2.0480e-01, -9.9667e+00, -3.8935e-01
2.22053022e+04, -5.5829e+01, -2.0889e-01, -9.9678e+00, -3.4404e-01
1.99164804e+04, -5.5829e+01, -2.5225e-01, -9.9688e+00, -3.0384e-01
1.78635800e+04, -5.5827e+01, -1.8678e-01, -9.9696e+00, -2.6874e-01
1.60222832e+04, -5.5825e+01, -2.0949e-01, -9.9706e+00, -2.3735e-01
1.43707790e+04, -5.5823e+01, -1.8942e-01, -9.9718e+00, -2.0991e-01
1.28895043e+04, -5.5817e+01, -1.8148e-01, -9.9721e+00, -1.8569e-01
1.15609127e+04, -5.5822e+01, -1.4408e-01, -9.9736e+00, -1.6419e-01
1.03692663e+04, -5.5823e+01, -1.5299e-01, -9.9741e+00, -1.4564e-01
9.30044934e+03, -5.5816e+01, -1.5080e-01, -9.9746e+00, -1.2922e-01
8.34180123e+03, -5.5808e+01, -1.6948e-01, -9.9745e+00, -1.1505e-01
7.48196621e+03, -5.5819e+01, -7.9814e-02, -9.9749e+00, -1.0282e-01
6.71075908e+03, -5.5812e+01, -1.0450e-01, -9.9756e+00, -9.1966e-02
6.01904449e+03, -5.5815e+01, -8.7710e-02, -9.9758e+00, -8.2728e-02
5.39862869e+03, -5.5813e+01, -5.2487e-02, -9.9755e+00, -7.4527e-02
4.84216254e+03, -5.5839e+01, -9.4294e-02, -9.9757e+00, -6.6784e-02
4.34305440e+03, -5.5833e+01, -9.1419e-02, -9.9758e+00, -6.0029e-02
3.89539206e+03, -5.5842e+01, -7.9960e-02, -9.9758e+00, -5.3745e-02
3.49387272e+03, -5.5835e+01, -1.4156e-01, -9.9765e+00, -4.8337e-02
3.13374018e+03, -5.5842e+01, -7.3268e-02, -9.9762e+00, -4.2816e-02
2.81072846e+03, -5.5854e+01, -1.2933e-01, -9.9765e+00, -3.8465e-02
2.52101132e+03, -5.5854e+01, -7.0813e-02, -9.9759e+00, -3.4280e-02
2.26115691e+03, -5.5839e+01, -3.6728e-02, -9.9767e+00, -3.0690e-02
2.02808712e+03, -5.5796e+01, -1.0820e-01, -9.9767e+00, -2.8064e-02
1.81904110e+03, -5.5815e+01, -4.2747e-03, -9.9772e+00, -2.4090e-02
1.63154260e+03, -5.5784e+01, -1.1480e-01, -9.9766e+00, -2.2169e-02
1.46337059e+03, -5.5766e+01, -7.1753e-02, -9.9767e+00, -2.0270e-02
1.31253299e+03, -5.5770e+01, 3.5954e-02, -9.9760e+00, -1.8509e-02
1.17724305e+03, -5.5785e+01, 5.3605e-02, -9.9764e+00, -1.7075e-02
1.05589818e+03, -5.5787e+01, 4.5177e-02, -9.9764e+00, -1.5859e-02
9.47060982e+02, -5.5786e+01, -3.9003e-03, -9.9763e+00, -1.4176e-02
8.49442234e+02, -5.5773e+01, 7.9145e-02, -9.9771e+00, -1.3148e-02
7.61885583e+02, -5.5760e+01, 3.8471e-02, -9.9768e+00, -1.1866e-02
6.83353874e+02, -5.5802e+01, 4.8479e-02, -9.9768e+00, -8.0885e-03
6.12916857e+02, -5.5777e+01, 6.8275e-02, -9.9776e+00, -9.9032e-03
5.49740169e+02, -5.5768e+01, -2.2427e-02, -9.9768e+00, -1.1005e-02
4.93075447e+02, -5.5778e+01, -5.5074e-02, -9.9763e+00, -8.7887e-03
4.42251467e+02, -5.5770e+01, 1.0249e-01, -9.9771e+00, -8.9021e-03
3.96666193e+02, -5.5779e+01, 4.2962e-02, -9.9768e+00, -7.6853e-03
3.55779641e+02, -5.5757e+01, 1.9493e-01, -9.9771e+00, -8.3950e-03
3.19107490e+02, -5.5768e+01, -2.9767e-02, -9.9766e+00, -6.6035e-03
2.86215338e+02, -5.5765e+01, -1.2754e-01, -9.9777e+00, -7.9704e-03
2.56713560e+02, -5.5754e+01, -9.7191e-02, -9.9768e+00, -7.2709e-03
2.30252691e+02, -5.5733e+01, -1.9287e-03, -9.9767e+00, -1.0789e-02
2.06519288e+02, -5.5753e+01, 2.1203e-02, -9.9768e+00, -5.8098e-03
1.85232217e+02, -5.5788e+01, -3.4398e-03, -9.9764e+00, -5.9421e-03
1.66139321e+02, -5.5748e+01, 3.7996e-02, -9.9766e+00, -4.4377e-03
1.49014434e+02, -5.5773e+01, -1.2488e-01, -9.9768e+00, -5.2968e-03
1.33654702e+02, -5.5734e+01, 6.2754e-02, -9.9767e+00, -7.6855e-03
1.19878182e+02, -5.5778e+01, -2.2146e-01, -9.9764e+00, -4.9237e-03
1.07521683e+02, -5.5777e+01, -5.6265e-02, -9.9763e+00, -5.9419e-03
9.64388355e+01, -5.5828e+01, -1.0303e-01, -9.9766e+00, -5.1653e-03
8.64983580e+01, -5.5792e+01, 2.3209e-01, -9.9759e+00, -3.1813e-03
7.75824997e+01, -5.5817e+01, -1.3322e-01, -9.9752e+00, -3.0722e-03
6.95856477e+01, -5.5860e+01, -1.7534e-01, -9.9752e+00, -3.9299e-03
6.24130749e+01, -5.5775e+01, 2.4871e-01, -9.9756e+00, -4.5199e-03
5.59798183e+01, -5.5822e+01, 2.4874e-02, -9.9752e+00, -5.1766e-03
5.02096727e+01, -5.5949e+01, 2.1607e-01, -9.9756e+00, -1.4969e-03
4.50342874e+01, -5.5849e+01, -5.3541e-01, -9.9755e+00, -3.8432e-03
4.03923574e+01, -5.5837e+01, 1.2758e-01, -9.9749e+00, -2.5303e-03
3.62288965e+01, -5.5840e+01, 2.2695e-02, -9.9751e+00, -2.2598e-03
3.24945863e+01, -5.5875e+01, 9.7917e-02, -9.9758e+00, -4.3276e-04
2.91451918e+01, -5.5791e+01, 1.1587e-01, -9.9756e+00, -4.4737e-03
2.61410376e+01, -5.5797e+01, -1.1304e-01, -9.9759e+00, -2.7097e-03
2.34465381e+01, -5.5764e+01, 8.4915e-02, -9.9760e+00, -1.5488e-03
2.10297753e+01, -5.5779e+01, 2.5357e-01, -9.9760e+00, -2.9542e-03
1.88621215e+01, -5.5749e+01, -2.3841e-01, -9.9752e+00, -3.0753e-03
1.69178996e+01, -5.5788e+01, 3.9939e-01, -9.9758e+00, -1.3280e-03
1.51740793e+01, -5.5785e+01, 3.2403e-01, -9.9753e+00, 3.0106e-04
1.36100041e+01, -5.5769e+01, 1.3682e-01, -9.9755e+00, -3.5154e-03
1.22071466e+01, -5.5771e+01, -4.2951e-01, -9.9753e+00, -2.4064e-03
1.09488893e+01, -5.5755e+01, -3.7394e-01, -9.9760e+00, -2.7190e-03
9.82032749e+00, -5.5740e+01, -1.6342e-01, -9.9757e+00, -1.3599e-03
8.80809269e+00, -5.5744e+01, 2.0149e-01, -9.9760e+00, -2.3632e-03
7.90019446e+00, -5.5789e+01, 2.9534e-02, -9.9757e+00, 1.7655e-03
7.08587827e+00, -5.5707e+01, 2.4010e-01, -9.9756e+00, -3.6787e-03
6.35549809e+00, -5.5749e+01, -1.8142e-01, -9.9759e+00, -6.9770e-04
5.70040218e+00, -5.5846e+01, 2.7179e-01, -9.9765e+00, -2.5613e-03
5.11283059e+00, -5.5822e+01, 2.8438e-01, -9.9754e+00, -3.4966e-03
4.58582322e+00, -5.5760e+01, -1.0322e-01, -9.9756e+00, -1.3047e-03
4.11313737e+00, -5.5752e+01, 2.0698e-01, -9.9762e+00, -2.9981e-03
3.68917383e+00, -5.5801e+01, 2.2722e-01, -9.9758e+00, 1.0133e-03
3.30891053e+00, -5.5710e+01, 3.1277e-01, -9.9762e+00, -6.5891e-05
2.96784305e+00, -5.5737e+01, 1.3040e-01, -9.9760e+00, 4.8334e-05
2.66193125e+00, -5.5760e+01, 4.3348e-01, -9.9755e+00, 4.9521e-04
2.38755146e+00, -5.5671e+01, -1.7433e-01, -9.9758e+00, 2.1173e-04
2.14145349e+00, -5.5833e+01, 1.7645e-01, -9.9758e+00, -8.1776e-04
1.92072218e+00, -5.5896e+01, 2.5325e-01, -9.9755e+00, 8.7513e-04
1.72274285e+00, -5.5773e+01, 1.7996e-01, -9.9757e+00, -9.0728e-04
1.54517034e+00, -5.5840e+01, -4.7796e-01, -9.9758e+00, 1.7127e-03
1.38590119e+00, -5.5685e+01, 7.4544e-02, -9.9758e+00, -3.6377e-03
1.24304878e+00, -5.5857e+01, 3.6778e-01, -9.9763e+00, -8.6883e-04
1.11492096e+00, -5.5840e+01, 1.6984e-01, -9.9764e+00, -8.6973e-04
9.99999963e-01, -5.5792e+01, 2.0416e-01, -9.9753e+00, -1.6000e-03
