% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 100 ms, 1 cycles; Settling time 100 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-13 T 15:18:58 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
6.83353874e+02, -5.5766e+01, -1.1790e-01, -9.9776e+00, -7.9367e-03
6.12916857e+02, -5.5802e+01, -7.7066e-02, -9.9774e+00, -1.0687e-02
5.49740169e+02, -5.5775e+01, -7.5995e-02, -9.9774e+00, -9.3177e-03
4.93075447e+02, -5.5800e+01, -1.8018e-02, -9.9777e+00, -8.6027e-03
4.42251467e+02, -5.5790e+01, 1.3469e-01, -9.9772e+00, -9.5145e-03
3.96666193e+02, -5.5801e+01, 1.8784e-02, -9.9769e+00, -7.6457e-03
3.55779641e+02, -5.5789e+01, 9.5879e-02, -9.9773e+00, -8.3001e-03
3.19107490e+02, -5.5756e+01, -2.0826e-01, -9.9773e+00, -8.1422e-03
2.86215338e+02, -5.5797e+01, -3.1783e-02, -9.9771e+00, -7.6757e-03
2.56713560e+02, -5.5751e+01, 4.9916e-02, -9.9768e+00, -5.9060e-03
2.30252691e+02, -5.5788e+01, -1.1663e-01, -9.9765e+00, -2.6594e-03
2.06519288e+02, -5.5774e+01, -7.9592e-02, -9.9773e+00, -5.1742e-03
1.85232217e+02, -5.5815e+01, 3.7506e-04, -9.9769e+00, -5.9690e-03
1.66139321e+02, -5.5791e+01, 1.0037e-01, -9.9762e+00, -6.9865e-03
1.49014434e+02, -5.5797e+01, -2.2735e-01, -9.9761e+00, -5.6147e-03
1.33654702e+02, -5.5808e+01, -2.6153e-01, -9.9763e+00, -5.0987e-03
1.19878182e+02, -5.5754e+01, -2.4052e-01, -9.9762e+00, -5.8009e-03
1.07521683e+02, -5.5787e+01, -9.5971e-03, -9.9763e+00, -4.6594e-03
9.64388355e+01, -5.5782e+01, 2.0905e-01, -9.9757e+00, -5.6077e-03
8.64983580e+01, -5.5782e+01, -2.3629e-01, -9.9758e+00, -6.1996e-03
7.75824997e+01, -5.5732e+01, -2.9066e-01, -9.9761e+00, -5.5289e-03
6.95856477e+01, -5.5797e+01, 2.1522e-01, -9.9757e+00, -2.7579e-03
6.24130749e+01, -5.5765e+01, 3.8142e-01, -9.9766e+00, -1.5826e-03
5.59798183e+01, -5.5807e+01, 1.8093e-01, -9.9763e+00, -5.8932e-04
5.02096727e+01, -5.5814e+01, 7.1644e-02, -9.9761e+00, -4.1895e-03
4.50342874e+01, -5.5830e+01, 5.0913e-03, -9.9759e+00, -4.4815e-03
4.03923574e+01, -5.5721e+01, 3.1420e-01, -9.9757e+00, -3.5493e-03
3.62288965e+01, -5.5797e+01, -1.3981e-01, -9.9759e+00, -4.1468e-03
3.24945863e+01, -5.5759e+01, -2.9924e-01, -9.9761e+00, -4.9059e-03
2.91451918e+01, -5.5825e+01, 3.2788e-01, -9.9760e+00, -4.6274e-03
2.61410376e+01, -5.5797e+01, 1.9959e-02, -9.9762e+00, -2.9814e-03
2.34465381e+01, -5.5642e+01, -2.5000e-01, -9.9757e+00, -2.1702e-03
2.10297753e+01, -5.5727e+01, 3.9681e-01, -9.9754e+00, -4.3163e-03
1.88621215e+01, -5.5852e+01, -1.4942e-02, -9.9752e+00, -2.8428e-03
1.69178996e+01, -5.5685e+01, -1.5243e-01, -9.9752e+00, -7.1809e-04
1.51740793e+01, -5.5831e+01, 2.5374e-01, -9.9758e+00, -6.7215e-03
1.36100041e+01, -5.5830e+01, -1.8907e-01, -9.9764e+00, 1.2494e-03
1.22071466e+01, -5.5802e+01, -2.6813e-01, -9.9769e+00, -3.0442e-03
1.09488893e+01, -5.5703e+01, -2.0125e-01, -9.9759e+00, -3.6969e-03
9.82032749e+00, -5.5836e+01, 1.7169e-01, -9.9751e+00, -1.5207e-03
8.80809269e+00, -5.5765e+01, -4.3178e-01, -9.9752e+00, -5.4864e-03
7.90019446e+00, -5.5783e+01, -5.0039e-01, -9.9753e+00, -2.0849e-03
7.08587827e+00, -5.5661e+01, 7.4827e-02, -9.9766e+00, 1.7617e-03
6.35549809e+00, -5.5990e+01, -5.3591e-01, -9.9765e+00, 3.2264e-04
5.70040218e+00, -5.5963e+01, -1.5758e-01, -9.9757e+00, 2.1825e-04
5.11283059e+00, -5.5677e+01, 1.0745e-01, -9.9760e+00, -4.5563e-03
4.58582322e+00, -5.5743e+01, -4.0130e-01, -9.9742e+00, -2.0148e-03
4.11313737e+00, -5.5644e+01, -5.8275e-01, -9.9744e+00, 2.3654e-03
3.68917383e+00, -5.5882e+01, -4.6506e-01, -9.9746e+00, -2.5135e-03
3.30891053e+00, -5.5553e+01, 6.2504e-01, -9.9744e+00, -2.5352e-03
2.96784305e+00, -5.5903e+01, 2.9050e-01, -9.9747e+00, -2.9999e-03
2.66193125e+00, -5.5810e+01, -8.0107e-01, -9.9754e+00, -1.2690e-03
2.38755146e+00, -5.5766e+01, 1.7896e-01, -9.9763e+00, -6.1331e-03
2.14145349e+00, -5.5634e+01, -3.1772e-01, -9.9751e+00, 2.5071e-03
1.92072218e+00, -5.5612e+01, 1.5834e-04, -9.9755e+00, -7.2386e-04
1.72274285e+00, -5.5805e+01, 3.1481e-01, -9.9750e+00, -3.6765e-03
1.54517034e+00, -5.5722e+01, 6.9977e-01, -9.9748e+00, -1.9861e-03
1.38590119e+00, -5.5846e+01, -2.3383e-01, -9.9762e+00, -2.4529e-03
1.24304878e+00, -5.5692e+01, 4.0636e-01, -9.9763e+00, 6.9209e-04
1.11492096e+00, -5.5888e+01, -1.6592e-01, -9.9755e+00, -8.2760e-06
9.99999963e-01, -5.5665e+01, -1.2159e+00, -9.9762e+00, -5.1001e-03
