% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 1 MOhm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.002305 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 2.00 ms, 100 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-15 T 13:32:16 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
1.57658188e+05, -4.9901e+01, -2.5721e+00, -3.9456e+00, -2.7425e+00
1.41404934e+05, -4.9978e+01, -2.3591e+00, -3.9468e+00, -2.4412e+00
1.26827255e+05, -4.9971e+01, -2.2004e+00, -3.9481e+00, -2.1703e+00
1.13752415e+05, -4.9981e+01, -1.9184e+00, -3.9505e+00, -1.9284e+00
1.02025482e+05, -4.9981e+01, -1.7085e+00, -3.9523e+00, -1.7113e+00
9.15074995e+04, -4.9982e+01, -1.4517e+00, -3.9541e+00, -1.5173e+00
8.20738336e+04, -4.9989e+01, -1.2215e+00, -3.9567e+00, -1.3443e+00
7.36127006e+04, -4.9996e+01, -1.1683e+00, -3.9593e+00, -1.1887e+00
6.60238403e+04, -4.9994e+01, -9.7277e-01, -3.9611e+00, -1.0501e+00
5.92173288e+04, -4.9956e+01, -8.9503e-01, -3.9633e+00, -9.2758e-01
5.31125123e+04, -4.9941e+01, -7.7111e-01, -3.9657e+00, -8.1850e-01
4.76370518e+04, -4.9969e+01, -7.1879e-01, -3.9679e+00, -7.2246e-01
4.27260660e+04, -4.9963e+01, -6.0724e-01, -3.9697e+00, -6.3594e-01
3.83213622e+04, -4.9947e+01, -4.3751e-01, -3.9716e+00, -5.6013e-01
3.43707469e+04, -4.9991e+01, -4.3471e-01, -3.9740e+00, -4.9348e-01
3.08274073e+04, -4.9968e+01, -3.8411e-01, -3.9751e+00, -4.3446e-01
2.76493567e+04, -4.9963e+01, -3.0519e-01, -3.9757e+00, -3.8172e-01
2.47989369e+04, -5.0005e+01, -3.5766e-01, -3.9778e+00, -3.3607e-01
2.22423717e+04, -5.0017e+01, -2.1988e-01, -3.9793e+00, -2.9599e-01
1.99493673e+04, -5.0007e+01, -2.1728e-01, -3.9815e+00, -2.6038e-01
1.78927526e+04, -4.9997e+01, -1.6916e-01, -3.9816e+00, -2.2976e-01
1.60481579e+04, -5.0007e+01, -1.8246e-01, -3.9835e+00, -2.0274e-01
1.43937256e+04, -5.0022e+01, -1.4219e-01, -3.9838e+00, -1.7894e-01
1.29098516e+04, -5.0012e+01, -1.0018e-01, -3.9842e+00, -1.5764e-01
1.15789528e+04, -5.0032e+01, -2.2926e-01, -3.9851e+00, -1.4020e-01
1.03852586e+04, -5.0024e+01, -1.5078e-01, -3.9851e+00, -1.2365e-01
9.31462435e+03, -5.0010e+01, -1.5276e-01, -3.9853e+00, -1.0960e-01
8.35436366e+03, -5.0017e+01, -4.9934e-02, -3.9867e+00, -9.7519e-02
7.49309791e+03, -5.0008e+01, -5.1157e-02, -3.9869e+00, -8.7115e-02
6.72062152e+03, -4.9964e+01, -1.0044e-01, -3.9875e+00, -7.7631e-02
6.02778106e+03, -4.9937e+01, -4.4251e-02, -3.9875e+00, -6.9694e-02
5.40636672e+03, -4.9943e+01, -3.7502e-02, -3.9881e+00, -6.2300e-02
4.84901505e+03, -4.9935e+01, -5.4321e-02, -3.9876e+00, -5.6680e-02
4.34912173e+03, -4.9937e+01, -6.5018e-02, -3.9887e+00, -5.0325e-02
3.90076327e+03, -4.9924e+01, -4.1400e-02, -3.9882e+00, -4.4073e-02
3.49862686e+03, -4.9932e+01, -7.9242e-02, -3.9887e+00, -3.9518e-02
3.13794739e+03, -4.9933e+01, -3.7026e-02, -3.9881e+00, -3.5733e-02
2.81445098e+03, -4.9937e+01, -4.5579e-02, -3.9880e+00, -3.1794e-02
2.52430438e+03, -4.9941e+01, 1.3541e-02, -3.9888e+00, -2.8478e-02
2.26406948e+03, -4.9927e+01, -8.1028e-02, -3.9891e+00, -2.5871e-02
2.03066266e+03, -4.9922e+01, -2.4669e-02, -3.9883e+00, -2.2273e-02
1.82131814e+03, -4.9923e+01, -2.0171e-02, -3.9888e+00, -2.0166e-02
1.63355532e+03, -4.9935e+01, -1.0930e-02, -3.9890e+00, -1.8472e-02
1.46514928e+03, -4.9927e+01, 4.4865e-02, -3.9888e+00, -1.6415e-02
1.31410452e+03, -4.9920e+01, -4.3846e-02, -3.9882e+00, -1.4599e-02
1.17863122e+03, -4.9928e+01, -5.0241e-02, -3.9881e+00, -1.3239e-02
1.05712409e+03, -4.9928e+01, -4.4893e-02, -3.9887e+00, -1.1589e-02
9.48143346e+02, -4.9934e+01, -3.3868e-02, -3.9879e+00, -1.0728e-02
8.50397614e+02, -4.9932e+01, -1.9397e-02, -3.9884e+00, -9.7805e-03
7.62728657e+02, -4.9944e+01, -3.5649e-02, -3.9891e+00, -8.7064e-03
6.84097645e+02, -4.9954e+01, -2.0470e-02, -3.9881e+00, -7.8680e-03
6.13572839e+02, -4.9946e+01, 1.5664e-02, -3.9885e+00, -7.1508e-03
5.50318557e+02, -4.9939e+01, -1.4653e-02, -3.9886e+00, -6.5030e-03
4.93585268e+02, -4.9935e+01, -3.0282e-02, -3.9881e+00, -5.7136e-03
4.42700712e+02, -4.9930e+01, -6.8082e-02, -3.9894e+00, -5.4362e-03
3.97061932e+02, -4.9941e+01, -1.0085e-02, -3.9891e+00, -4.9651e-03
3.56128133e+02, -4.9933e+01, 5.2360e-02, -3.9884e+00, -4.6775e-03
3.19414270e+02, -4.9923e+01, 8.8962e-03, -3.9888e+00, -3.6843e-03
2.86485302e+02, -4.9940e+01, -1.3419e-02, -3.9881e+00, -3.8695e-03
2.56951038e+02, -4.9955e+01, 1.8623e-02, -3.9887e+00, -3.8523e-03
2.30461513e+02, -4.9949e+01, 2.0146e-02, -3.9885e+00, -3.1428e-03
2.06702838e+02, -4.9946e+01, -3.6441e-02, -3.9888e+00, -2.9646e-03
1.85393486e+02, -4.9947e+01, -2.4385e-02, -3.9889e+00, -2.9285e-03
1.66280952e+02, -4.9928e+01, 2.1498e-03, -3.9883e+00, -2.9629e-03
1.49138762e+02, -4.9922e+01, 1.3035e-02, -3.9887e+00, -2.8339e-03
1.33763790e+02, -4.9934e+01, -2.2204e-02, -3.9889e+00, -2.2638e-03
1.19973850e+02, -4.9939e+01, 2.8380e-02, -3.9887e+00, -2.2887e-03
1.07605539e+02, -4.9950e+01, 4.5832e-02, -3.9892e+00, -2.1235e-03
9.65122984e+01, -4.9939e+01, 2.4269e-02, -3.9884e+00, -1.7877e-03
8.65626791e+01, -4.9936e+01, 1.2729e-02, -3.9885e+00, -2.1110e-03
7.76387833e+01, -4.9947e+01, 2.3400e-02, -3.9887e+00, -1.8060e-03
6.96348673e+01, -4.9930e+01, 4.2398e-02, -3.9887e+00, -1.5379e-03
6.24560887e+01, -4.9932e+01, 8.0509e-04, -3.9890e+00, -1.5752e-03
5.60173829e+01, -4.9932e+01, -1.0130e-02, -3.9890e+00, -1.3103e-03
5.02424543e+01, -4.9926e+01, 5.6518e-02, -3.9899e+00, -1.2324e-03
4.50628730e+01, -4.9931e+01, 3.7150e-03, -3.9896e+00, -1.4903e-03
4.04172638e+01, -4.9929e+01, -9.3130e-03, -3.9898e+00, -1.3439e-03
3.62505783e+01, -4.9933e+01, -7.4577e-03, -3.9891e+00, -1.1241e-03
3.25134437e+01, -4.9931e+01, 2.0123e-02, -3.9888e+00, -1.1035e-03
2.91615767e+01, -4.9930e+01, 1.2977e-02, -3.9892e+00, -9.4309e-04
2.61552595e+01, -4.9931e+01, -7.9429e-02, -3.9893e+00, -8.9375e-04
2.34588687e+01, -4.9934e+01, -3.6608e-03, -3.9886e+00, -1.2723e-03
2.10404535e+01, -4.9941e+01, 1.1883e-02, -3.9886e+00, -5.9382e-04
1.88713569e+01, -4.9936e+01, -7.4474e-03, -3.9890e+00, -8.4814e-04
1.69258761e+01, -4.9947e+01, 1.6978e-02, -3.9886e+00, -7.1522e-04
1.51809584e+01, -4.9934e+01, 1.0680e-02, -3.9890e+00, -7.1537e-04
1.36159272e+01, -4.9938e+01, -3.1571e-02, -3.9889e+00, -7.7570e-04
1.22122378e+01, -4.9932e+01, 5.4353e-03, -3.9887e+00, -4.6097e-04
1.09532571e+01, -4.9942e+01, -1.3043e-02, -3.9887e+00, -3.4427e-04
9.82406698e+00, -4.9931e+01, -3.0420e-02, -3.9883e+00, -6.3959e-04
8.81128698e+00, -4.9939e+01, -2.1702e-02, -3.9891e+00, -7.4336e-04
7.90291621e+00, -4.9942e+01, -1.5699e-02, -3.9895e+00, -6.7946e-04
7.08819095e+00, -4.9934e+01, 6.2193e-03, -3.9895e+00, -2.2855e-04
6.35745713e+00, -4.9936e+01, -3.3853e-02, -3.9899e+00, -5.3134e-04
5.70205591e+00, -4.9943e+01, 5.9155e-03, -3.9899e+00, -7.0522e-04
5.11422113e+00, -4.9935e+01, -3.9167e-04, -3.9900e+00, -5.0948e-04
4.58698726e+00, -4.9932e+01, 2.5657e-03, -3.9895e+00, -3.2080e-04
4.11410683e+00, -4.9934e+01, -1.6669e-02, -3.9901e+00, -3.1747e-04
3.68997647e+00, -4.9934e+01, -2.4925e-02, -3.9899e+00, -8.0558e-04
3.30957043e+00, -4.9943e+01, -2.0271e-02, -3.9895e+00, -4.9688e-04
2.96838111e+00, -4.9931e+01, 3.5157e-02, -3.9890e+00, -4.7418e-04
2.66236558e+00, -4.9931e+01, -2.8132e-02, -3.9894e+00, -4.7230e-04
2.38789772e+00, -4.9939e+01, 2.8561e-03, -3.9896e+00, -4.6192e-04
2.14172523e+00, -4.9932e+01, 1.2433e-02, -3.9891e+00, -2.5111e-04
1.92093108e+00, -4.9935e+01, 4.7400e-03, -3.9895e+00, -4.1780e-04
1.72289899e+00, -4.9941e+01, 5.3601e-02, -3.9897e+00, -4.4659e-04
1.54528236e+00, -4.9938e+01, 1.5367e-02, -3.9891e+00, -1.5515e-04
1.38597654e+00, -4.9944e+01, 5.9237e-02, -3.9888e+00, -2.4140e-04
1.24309383e+00, -4.9928e+01, 3.2626e-03, -3.9886e+00, -4.6046e-05
1.11494114e+00, -4.9938e+01, 4.2654e-02, -3.9888e+00, -1.1797e-05
9.99999935e-01, -4.9931e+01, -1.8672e-02, -3.9891e+00, -1.5573e-04
