% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 10.00000 MHz to 10.00000 kHz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization on
% Averaging time 2.00 ms, 50 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-19 T 17:42:00 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
2.76022740e+05, -1.0706e+01, 1.4626e+01, 2.6222e+00, -1.8985e+00
2.61410372e+05, -1.0752e+01, 1.3925e+01, 2.6257e+00, -1.8031e+00
2.47571569e+05, -1.0794e+01, 1.3252e+01, 2.6281e+00, -1.7123e+00
2.34465377e+05, -1.0831e+01, 1.2604e+01, 2.6291e+00, -1.6240e+00
2.22053014e+05, -1.0868e+01, 1.1984e+01, 2.6314e+00, -1.5408e+00
2.10297750e+05, -1.0899e+01, 1.1393e+01, 2.6332e+00, -1.4611e+00
1.99164797e+05, -1.0929e+01, 1.0821e+01, 2.6343e+00, -1.3868e+00
1.88621212e+05, -1.0953e+01, 1.0284e+01, 2.6367e+00, -1.3156e+00
1.78635793e+05, -1.0980e+01, 9.7662e+00, 2.6374e+00, -1.2488e+00
1.69178993e+05, -1.0999e+01, 9.2712e+00, 2.6394e+00, -1.1833e+00
1.60222826e+05, -1.1019e+01, 8.7999e+00, 2.6404e+00, -1.1213e+00
1.51740790e+05, -1.1037e+01, 8.3527e+00, 2.6401e+00, -1.0657e+00
1.43707784e+05, -1.1050e+01, 7.9237e+00, 2.6412e+00, -1.0102e+00
1.36100038e+05, -1.1066e+01, 7.5217e+00, 2.6432e+00, -9.5699e-01
1.28895038e+05, -1.1080e+01, 7.1330e+00, 2.6432e+00, -9.0789e-01
1.22071463e+05, -1.1090e+01, 6.7636e+00, 2.6458e+00, -8.5968e-01
1.15609122e+05, -1.1100e+01, 6.4194e+00, 2.6442e+00, -8.1617e-01
1.09488891e+05, -1.1112e+01, 6.0865e+00, 2.6444e+00, -7.7319e-01
1.03692658e+05, -1.1119e+01, 5.7676e+00, 2.6442e+00, -7.3503e-01
9.82032725e+04, -1.1126e+01, 5.4647e+00, 2.6461e+00, -6.9573e-01
9.30044894e+04, -1.1134e+01, 5.1808e+00, 2.6469e+00, -6.6080e-01
8.80809247e+04, -1.1140e+01, 4.9112e+00, 2.6460e+00, -6.2515e-01
8.34180085e+04, -1.1147e+01, 4.6574e+00, 2.6473e+00, -5.9523e-01
7.90019425e+04, -1.1152e+01, 4.4095e+00, 2.6468e+00, -5.6318e-01
7.48196587e+04, -1.1157e+01, 4.1861e+00, 2.6461e+00, -5.3288e-01
7.08587807e+04, -1.1161e+01, 3.9610e+00, 2.6475e+00, -5.0497e-01
6.71075877e+04, -1.1163e+01, 3.7579e+00, 2.6491e+00, -4.7997e-01
6.35549791e+04, -1.1168e+01, 3.5636e+00, 2.6488e+00, -4.5470e-01
6.01904420e+04, -1.1167e+01, 3.3750e+00, 2.6510e+00, -4.3074e-01
5.70040202e+04, -1.1170e+01, 3.2004e+00, 2.6511e+00, -4.0945e-01
5.39862843e+04, -1.1173e+01, 3.0329e+00, 2.6505e+00, -3.8629e-01
5.11283044e+04, -1.1176e+01, 2.8745e+00, 2.6517e+00, -3.6711e-01
4.84216230e+04, -1.1179e+01, 2.7230e+00, 2.6495e+00, -3.4576e-01
4.58582307e+04, -1.1179e+01, 2.5775e+00, 2.6503e+00, -3.2842e-01
4.34305418e+04, -1.1183e+01, 2.4383e+00, 2.6515e+00, -3.1319e-01
4.11313723e+04, -1.1183e+01, 2.3157e+00, 2.6527e+00, -2.9806e-01
3.89539186e+04, -1.1184e+01, 2.1882e+00, 2.6515e+00, -2.7929e-01
3.68917371e+04, -1.1185e+01, 2.0792e+00, 2.6496e+00, -2.6847e-01
3.49387254e+04, -1.1186e+01, 1.9732e+00, 2.6489e+00, -2.5305e-01
3.30891042e+04, -1.1187e+01, 1.8683e+00, 2.6497e+00, -2.3874e-01
3.13374001e+04, -1.1188e+01, 1.7683e+00, 2.6518e+00, -2.2693e-01
2.96784294e+04, -1.1189e+01, 1.6726e+00, 2.6511e+00, -2.1630e-01
2.81072830e+04, -1.1192e+01, 1.5896e+00, 2.6487e+00, -2.0165e-01
2.66193116e+04, -1.1191e+01, 1.5058e+00, 2.6500e+00, -1.9359e-01
2.52101118e+04, -1.1191e+01, 1.4304e+00, 2.6509e+00, -1.8224e-01
2.38755137e+04, -1.1190e+01, 1.3478e+00, 2.6519e+00, -1.7430e-01
2.26115679e+04, -1.1193e+01, 1.2751e+00, 2.6508e+00, -1.6483e-01
2.14145341e+04, -1.1194e+01, 1.2088e+00, 2.6512e+00, -1.5528e-01
2.02808700e+04, -1.1192e+01, 1.1441e+00, 2.6521e+00, -1.4718e-01
1.92072210e+04, -1.1193e+01, 1.0868e+00, 2.6513e+00, -1.4007e-01
1.81904100e+04, -1.1195e+01, 1.0283e+00, 2.6516e+00, -1.3185e-01
1.72274278e+04, -1.1196e+01, 9.7449e-01, 2.6506e+00, -1.2800e-01
1.63154250e+04, -1.1195e+01, 9.2319e-01, 2.6500e+00, -1.1881e-01
1.54517027e+04, -1.1194e+01, 8.7833e-01, 2.6523e+00, -1.1251e-01
1.46337050e+04, -1.1196e+01, 8.2403e-01, 2.6512e+00, -1.0957e-01
1.38590113e+04, -1.1197e+01, 7.9007e-01, 2.6517e+00, -1.0275e-01
1.31253291e+04, -1.1196e+01, 7.5264e-01, 2.6511e+00, -9.8885e-02
1.24304873e+04, -1.1194e+01, 7.0119e-01, 2.6512e+00, -9.3384e-02
1.17724297e+04, -1.1196e+01, 6.6566e-01, 2.6508e+00, -8.6823e-02
1.11492091e+04, -1.1197e+01, 6.3589e-01, 2.6512e+00, -8.1512e-02
1.05589811e+04, -1.1197e+01, 5.9881e-01, 2.6515e+00, -7.9336e-02
9.99999917e+03, -1.1194e+01, 5.7086e-01, 2.6521e+00, -7.3998e-02
