% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 100 ms, 1 cycles; Settling time 100 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-12 T 18:51:05 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
7.48196621e+03, -4.9874e+01, -8.5136e-02, -9.9529e+00, -8.4742e-02
6.71075908e+03, -4.9873e+01, -6.5595e-02, -9.9536e+00, -7.6030e-02
6.01904449e+03, -4.9873e+01, -7.1731e-02, -9.9536e+00, -6.8524e-02
5.39862869e+03, -4.9875e+01, -7.8064e-02, -9.9541e+00, -6.2072e-02
4.84216254e+03, -4.9871e+01, -7.5932e-02, -9.9542e+00, -5.6092e-02
4.34305440e+03, -4.9872e+01, -5.5240e-02, -9.9537e+00, -5.0237e-02
3.89539206e+03, -4.9872e+01, -6.8460e-02, -9.9543e+00, -4.5227e-02
3.49387272e+03, -4.9866e+01, -3.4309e-02, -9.9549e+00, -4.0611e-02
3.13374018e+03, -4.9875e+01, -6.1321e-02, -9.9547e+00, -3.6277e-02
2.81072846e+03, -4.9873e+01, -1.5084e-02, -9.9547e+00, -3.2334e-02
2.52101132e+03, -4.9872e+01, -2.8293e-02, -9.9555e+00, -2.8819e-02
2.26115691e+03, -4.9869e+01, -1.4699e-02, -9.9547e+00, -2.5843e-02
2.02808712e+03, -4.9872e+01, -2.8712e-02, -9.9549e+00, -2.3337e-02
1.81904110e+03, -4.9877e+01, -2.6267e-02, -9.9549e+00, -2.0764e-02
1.63154260e+03, -4.9879e+01, -2.5126e-02, -9.9555e+00, -1.8624e-02
1.46337059e+03, -4.9869e+01, -4.2357e-03, -9.9556e+00, -1.7043e-02
1.31253299e+03, -4.9873e+01, -2.7164e-02, -9.9555e+00, -1.5664e-02
1.17724305e+03, -4.9867e+01, -1.3933e-02, -9.9555e+00, -1.4474e-02
1.05589818e+03, -4.9862e+01, -4.9935e-02, -9.9554e+00, -1.2571e-02
9.47060982e+02, -4.9870e+01, -3.1022e-02, -9.9550e+00, -1.2562e-02
8.49442234e+02, -4.9865e+01, 4.8014e-02, -9.9555e+00, -1.1064e-02
7.61885583e+02, -4.9870e+01, -1.7409e-02, -9.9547e+00, -9.7174e-03
6.83353874e+02, -4.9872e+01, -7.1805e-03, -9.9549e+00, -9.0656e-03
6.12916857e+02, -4.9865e+01, 2.1901e-02, -9.9547e+00, -8.7270e-03
5.49740169e+02, -4.9875e+01, -2.3737e-02, -9.9550e+00, -8.2619e-03
4.93075447e+02, -4.9872e+01, -2.3054e-02, -9.9552e+00, -8.5323e-03
4.42251467e+02, -4.9861e+01, -1.9680e-02, -9.9556e+00, -8.1138e-03
3.96666193e+02, -4.9866e+01, -2.2450e-02, -9.9551e+00, -7.5320e-03
3.55779641e+02, -4.9860e+01, -2.8944e-02, -9.9554e+00, -7.6242e-03
3.19107490e+02, -4.9880e+01, 1.7382e-02, -9.9555e+00, -6.7829e-03
2.86215338e+02, -4.9863e+01, -5.1643e-02, -9.9554e+00, -7.0031e-03
2.56713560e+02, -4.9872e+01, 7.3113e-03, -9.9552e+00, -6.2444e-03
2.30252691e+02, -4.9873e+01, -1.3707e-02, -9.9552e+00, -5.8947e-03
2.06519288e+02, -4.9882e+01, -4.9150e-02, -9.9548e+00, -7.7142e-03
1.85232217e+02, -4.9870e+01, 8.0575e-03, -9.9551e+00, -5.6245e-03
1.66139321e+02, -4.9875e+01, -4.9153e-02, -9.9547e+00, -6.3087e-03
1.49014434e+02, -4.9862e+01, -3.7587e-02, -9.9551e+00, -4.4442e-03
1.33654702e+02, -4.9875e+01, 1.3558e-01, -9.9544e+00, -4.1132e-03
1.19878182e+02, -4.9855e+01, 7.7309e-03, -9.9541e+00, -4.9774e-03
1.07521683e+02, -4.9869e+01, -1.1926e-02, -9.9546e+00, -2.9871e-03
9.64388355e+01, -4.9863e+01, 3.2456e-02, -9.9539e+00, -1.5395e-03
8.64983580e+01, -4.9890e+01, 8.0217e-03, -9.9542e+00, -2.4286e-03
7.75824997e+01, -4.9868e+01, -1.1986e-02, -9.9541e+00, -4.9810e-03
6.95856477e+01, -4.9889e+01, -7.2884e-02, -9.9544e+00, -6.0108e-03
6.24130749e+01, -4.9885e+01, -6.4654e-02, -9.9542e+00, -6.0822e-03
5.59798183e+01, -4.9886e+01, -7.0447e-02, -9.9536e+00, -2.1961e-03
5.02096727e+01, -4.9899e+01, -9.0759e-04, -9.9544e+00, -3.4355e-03
4.50342874e+01, -4.9870e+01, 1.6724e-01, -9.9539e+00, -1.6966e-03
4.03923574e+01, -4.9881e+01, -3.3291e-01, -9.9547e+00, -3.9162e-03
3.62288965e+01, -4.9911e+01, -1.4547e-02, -9.9551e+00, -2.0982e-03
3.24945863e+01, -4.9868e+01, 7.9665e-02, -9.9549e+00, -3.2575e-03
2.91451918e+01, -4.9880e+01, -7.7652e-02, -9.9547e+00, -2.8245e-03
2.61410376e+01, -4.9886e+01, 9.8248e-03, -9.9547e+00, -2.8562e-03
2.34465381e+01, -4.9881e+01, 2.4523e-01, -9.9546e+00, 2.6523e-04
2.10297753e+01, -4.9858e+01, 2.0081e-01, -9.9549e+00, -8.9030e-04
1.88621215e+01, -4.9866e+01, -1.9460e-01, -9.9541e+00, -7.7609e-03
1.69178996e+01, -4.9883e+01, 2.5237e-01, -9.9550e+00, -5.0912e-04
1.51740793e+01, -4.9863e+01, 8.4800e-02, -9.9549e+00, -1.4592e-03
1.36100041e+01, -4.9874e+01, -4.3160e-02, -9.9550e+00, -3.3000e-03
1.22071466e+01, -4.9904e+01, 2.7905e-01, -9.9552e+00, -4.0697e-03
1.09488893e+01, -4.9900e+01, 1.6702e-01, -9.9551e+00, -3.1116e-03
9.82032749e+00, -4.9874e+01, -6.1146e-01, -9.9564e+00, -3.0260e-03
8.80809269e+00, -4.9904e+01, -2.6081e-01, -9.9536e+00, -4.1523e-03
7.90019446e+00, -4.9848e+01, -1.4886e-01, -9.9544e+00, -1.0836e-03
7.08587827e+00, -4.9878e+01, -1.3912e-01, -9.9544e+00, -9.7411e-04
6.35549809e+00, -4.9885e+01, -1.6158e-02, -9.9544e+00, 1.6417e-03
5.70040218e+00, -4.9874e+01, -4.5056e-01, -9.9530e+00, -1.5224e-03
5.11283059e+00, -4.9873e+01, 1.7733e-01, -9.9531e+00, 1.7160e-03
4.58582322e+00, -4.9940e+01, 1.2243e-01, -9.9541e+00, 6.3784e-04
4.11313737e+00, -4.9896e+01, 1.5765e-01, -9.9555e+00, -9.3369e-04
3.68917383e+00, -4.9942e+01, 2.9385e-01, -9.9533e+00, 1.4983e-03
3.30891053e+00, -4.9869e+01, 7.8604e-02, -9.9544e+00, -4.8853e-03
2.96784305e+00, -4.9904e+01, -2.7310e-01, -9.9536e+00, 2.6685e-03
2.66193125e+00, -4.9853e+01, -4.6627e-01, -9.9549e+00, -3.7716e-04
2.38755146e+00, -4.9914e+01, 4.2864e-01, -9.9546e+00, -5.0828e-03
2.14145349e+00, -4.9843e+01, -1.7041e-01, -9.9551e+00, -2.0100e-03
1.92072218e+00, -4.9847e+01, 5.7176e-01, -9.9543e+00, 1.8036e-03
1.72274285e+00, -4.9914e+01, -6.0362e-01, -9.9534e+00, -2.9035e-03
1.54517034e+00, -4.9882e+01, -1.6013e-01, -9.9560e+00, 7.6622e-04
1.38590119e+00, -4.9836e+01, -1.8918e-01, -9.9554e+00, -1.2871e-03
1.24304878e+00, -4.9793e+01, 1.0948e-01, -9.9551e+00, -2.7084e-03
1.11492096e+00, -4.9885e+01, 5.0768e-02, -9.9551e+00, -5.2280e-03
9.99999963e-01, -4.9902e+01, -1.8556e-01, -9.9545e+00, -2.9008e-03
