% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization on
% Averaging time 2.00 ms, 50 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-19 T 18:03:04 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
1.49014434e+02, -5.4631e+01, 5.2068e+01, 3.4480e+00, -3.9250e-02
1.33654702e+02, -5.5083e+01, 4.9579e+01, 3.4466e+00, -1.4930e-02
1.19878182e+02, -5.5620e+01, 4.8379e+01, 3.4462e+00, -2.8914e-02
1.07521683e+02, -5.6097e+01, 4.6684e+01, 3.4471e+00, -2.4690e-02
9.64388355e+01, -5.6423e+01, 4.4039e+01, 3.4457e+00, -2.4784e-02
8.64983580e+01, -5.7007e+01, 4.2371e+01, 3.4475e+00, -1.6613e-02
7.75824997e+01, -5.7287e+01, 4.1723e+01, 3.4461e+00, -2.6835e-02
6.95856477e+01, -5.7586e+01, 3.9616e+01, 3.4450e+00, -1.4749e-02
6.24130749e+01, -5.7934e+01, 3.7929e+01, 3.4453e+00, -1.7081e-02
5.59798183e+01, -5.8486e+01, 3.6030e+01, 3.4465e+00, -1.1740e-02
5.02096727e+01, -5.8544e+01, 3.4974e+01, 3.4469e+00, -1.0107e-02
4.50342874e+01, -5.9005e+01, 3.4114e+01, 3.4442e+00, -6.2035e-03
4.03923574e+01, -5.9219e+01, 3.3154e+01, 3.4444e+00, -5.9731e-03
3.62288965e+01, -5.9515e+01, 3.2187e+01, 3.4474e+00, -1.1611e-02
3.24945863e+01, -5.9837e+01, 3.0954e+01, 3.4463e+00, -1.2201e-02
2.91451918e+01, -5.9830e+01, 3.1552e+01, 3.4463e+00, -1.4721e-02
2.61410376e+01, -6.0029e+01, 3.0555e+01, 3.4447e+00, -1.7124e-02
2.34465381e+01, -6.0454e+01, 3.0174e+01, 3.4455e+00, -7.5282e-03
2.10297753e+01, -6.0611e+01, 3.0993e+01, 3.4470e+00, -9.8935e-03
1.88621215e+01, -6.0852e+01, 3.0138e+01, 3.4466e+00, -9.0013e-03
1.69178996e+01, -6.1178e+01, 3.0649e+01, 3.4472e+00, -3.5499e-03
1.51740793e+01, -6.1372e+01, 3.1868e+01, 3.4462e+00, -2.6314e-03
1.36100041e+01, -6.1662e+01, 3.0232e+01, 3.4461e+00, -1.1550e-02
1.22071466e+01, -6.2057e+01, 3.0861e+01, 3.4478e+00, -3.4737e-03
1.09488893e+01, -6.2249e+01, 3.2105e+01, 3.4476e+00, -7.5432e-03
9.82032749e+00, -6.2557e+01, 3.2262e+01, 3.4483e+00, -4.2169e-03
8.80809269e+00, -6.2736e+01, 3.2773e+01, 3.4484e+00, -5.4916e-03
7.90019446e+00, -6.3152e+01, 3.3760e+01, 3.4490e+00, -1.2466e-02
7.08587827e+00, -6.3399e+01, 3.4253e+01, 3.4486e+00, -9.2799e-03
6.35549809e+00, -6.4037e+01, 3.4858e+01, 3.4495e+00, -9.4140e-03
5.70040218e+00, -6.4129e+01, 3.5014e+01, 3.4486e+00, -1.7218e-02
5.11283059e+00, -6.4373e+01, 3.7436e+01, 3.4470e+00, -7.5071e-03
4.58582322e+00, -6.5025e+01, 3.6984e+01, 3.4490e+00, -3.6335e-03
4.11313737e+00, -6.5278e+01, 3.6688e+01, 3.4476e+00, 1.3359e-03
3.68917383e+00, -6.5435e+01, 3.8195e+01, 3.4472e+00, -3.7957e-03
3.30891053e+00, -6.6159e+01, 4.1047e+01, 3.4479e+00, -9.2851e-03
2.96784305e+00, -6.6491e+01, 4.1061e+01, 3.4486e+00, -1.2085e-02
2.66193125e+00, -6.7018e+01, 4.1619e+01, 3.4483e+00, -9.8995e-03
2.38755146e+00, -6.7547e+01, 4.4031e+01, 3.4503e+00, -7.3211e-03
2.14145349e+00, -6.7893e+01, 4.0787e+01, 3.4488e+00, -5.7386e-03
1.92072218e+00, -6.8301e+01, 4.3889e+01, 3.4503e+00, -5.3002e-03
1.72274285e+00, -6.8804e+01, 4.7137e+01, 3.4501e+00, -9.3660e-03
1.54517034e+00, -6.9561e+01, 4.6017e+01, 3.4476e+00, -1.0149e-02
1.38590119e+00, -6.9346e+01, 4.4525e+01, 3.4470e+00, -2.6233e-03
1.24304878e+00, -6.9719e+01, 4.7709e+01, 3.4487e+00, -9.0187e-03
1.11492096e+00, -7.0788e+01, 4.8985e+01, 3.4496e+00, -9.9463e-03
9.99999963e-01, -7.1911e+01, 4.8352e+01, 3.4497e+00, 2.9125e-04
