% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 500.0 mV (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 50 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization on
% Averaging time 2.00 ms, 30 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-22 T 13:51:26 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
6.71075908e+03, -3.7566e+01, 4.3534e+01, -1.0633e+01, -9.2536e-01
6.01904449e+03, -3.7988e+01, 4.2689e+01, -1.0628e+01, -8.6591e-01
5.39862869e+03, -3.8405e+01, 4.1970e+01, -1.0624e+01, -8.1561e-01
4.84216254e+03, -3.8807e+01, 4.1284e+01, -1.0619e+01, -7.6614e-01
4.34305440e+03, -3.9210e+01, 4.0715e+01, -1.0613e+01, -7.1986e-01
3.89539206e+03, -3.9610e+01, 4.0184e+01, -1.0609e+01, -6.8114e-01
3.49387272e+03, -4.0002e+01, 3.9688e+01, -1.0606e+01, -6.4379e-01
3.13374018e+03, -4.0404e+01, 3.9206e+01, -1.0601e+01, -6.0880e-01
2.81072846e+03, -4.0788e+01, 3.8736e+01, -1.0596e+01, -5.7615e-01
2.52101132e+03, -4.1194e+01, 3.8335e+01, -1.0592e+01, -5.4570e-01
2.26115691e+03, -4.1597e+01, 3.7923e+01, -1.0589e+01, -5.1487e-01
2.02808712e+03, -4.1984e+01, 3.7389e+01, -1.0583e+01, -4.8540e-01
1.81904110e+03, -4.2365e+01, 3.6980e+01, -1.0580e+01, -4.5955e-01
1.63154260e+03, -4.2745e+01, 3.6391e+01, -1.0577e+01, -4.3357e-01
1.46337059e+03, -4.3129e+01, 3.5906e+01, -1.0572e+01, -4.0785e-01
1.31253299e+03, -4.3506e+01, 3.5367e+01, -1.0569e+01, -3.8737e-01
1.17724305e+03, -4.3872e+01, 3.4861e+01, -1.0567e+01, -3.6752e-01
1.05589818e+03, -4.4230e+01, 3.4247e+01, -1.0565e+01, -3.4670e-01
9.47060982e+02, -4.4570e+01, 3.3610e+01, -1.0562e+01, -3.2866e-01
8.49442234e+02, -4.4897e+01, 3.3151e+01, -1.0560e+01, -3.1112e-01
7.61885583e+02, -4.5223e+01, 3.2594e+01, -1.0558e+01, -2.9426e-01
6.83353874e+02, -4.5549e+01, 3.2109e+01, -1.0556e+01, -2.8300e-01
6.12916857e+02, -4.5866e+01, 3.1613e+01, -1.0554e+01, -2.6536e-01
5.49740169e+02, -4.6160e+01, 3.1093e+01, -1.0552e+01, -2.5451e-01
4.93075447e+02, -4.6461e+01, 3.0784e+01, -1.0550e+01, -2.4355e-01
4.42251467e+02, -4.6763e+01, 3.0394e+01, -1.0548e+01, -2.3265e-01
3.96666193e+02, -4.7052e+01, 3.0084e+01, -1.0545e+01, -2.2195e-01
3.55779641e+02, -4.7341e+01, 2.9716e+01, -1.0545e+01, -2.1113e-01
3.19107490e+02, -4.7615e+01, 2.9383e+01, -1.0543e+01, -2.0400e-01
2.86215338e+02, -4.7906e+01, 2.9329e+01, -1.0542e+01, -1.9390e-01
2.56713560e+02, -4.8163e+01, 2.9034e+01, -1.0540e+01, -1.8940e-01
2.30252691e+02, -4.8467e+01, 2.8959e+01, -1.0537e+01, -1.8333e-01
2.06519288e+02, -4.8747e+01, 2.8756e+01, -1.0536e+01, -1.7605e-01
1.85232217e+02, -4.9014e+01, 2.8644e+01, -1.0535e+01, -1.6910e-01
1.66139321e+02, -4.9295e+01, 2.8509e+01, -1.0535e+01, -1.6093e-01
1.49014434e+02, -4.9564e+01, 2.8611e+01, -1.0534e+01, -1.5575e-01
1.33654702e+02, -4.9864e+01, 2.8300e+01, -1.0533e+01, -1.5044e-01
1.19878182e+02, -5.0154e+01, 2.8285e+01, -1.0530e+01, -1.4769e-01
1.07521683e+02, -5.0402e+01, 2.8282e+01, -1.0529e+01, -1.4242e-01
9.64388355e+01, -5.0708e+01, 2.8408e+01, -1.0528e+01, -1.3409e-01
8.64983580e+01, -5.0968e+01, 2.8177e+01, -1.0526e+01, -1.3523e-01
7.75824997e+01, -5.1269e+01, 2.8099e+01, -1.0525e+01, -1.2935e-01
6.95856477e+01, -5.1572e+01, 2.8246e+01, -1.0525e+01, -1.2597e-01
6.24130749e+01, -5.1837e+01, 2.8155e+01, -1.0523e+01, -1.1654e-01
5.59798183e+01, -5.2133e+01, 2.8056e+01, -1.0522e+01, -1.1516e-01
5.02096727e+01, -5.2450e+01, 2.7993e+01, -1.0521e+01, -1.1208e-01
4.50342874e+01, -5.2727e+01, 2.7733e+01, -1.0520e+01, -1.0813e-01
4.03923574e+01, -5.3013e+01, 2.7862e+01, -1.0519e+01, -1.0180e-01
3.62288965e+01, -5.3333e+01, 2.7649e+01, -1.0518e+01, -9.9241e-02
3.24945863e+01, -5.3620e+01, 2.7365e+01, -1.0517e+01, -9.5426e-02
2.91451918e+01, -5.3925e+01, 2.7286e+01, -1.0516e+01, -8.7931e-02
2.61410376e+01, -5.4202e+01, 2.7037e+01, -1.0516e+01, -8.8360e-02
2.34465381e+01, -5.4459e+01, 2.6505e+01, -1.0515e+01, -8.5991e-02
2.10297753e+01, -5.4739e+01, 2.6349e+01, -1.0514e+01, -8.0512e-02
1.88621215e+01, -5.5046e+01, 2.5727e+01, -1.0514e+01, -7.7400e-02
1.69178996e+01, -5.5293e+01, 2.5299e+01, -1.0513e+01, -7.4982e-02
1.51740793e+01, -5.5526e+01, 2.4961e+01, -1.0513e+01, -7.0450e-02
1.36100041e+01, -5.5806e+01, 2.4327e+01, -1.0512e+01, -6.6343e-02
1.22071466e+01, -5.6040e+01, 2.3911e+01, -1.0511e+01, -6.2588e-02
1.09488893e+01, -5.6233e+01, 2.2944e+01, -1.0511e+01, -6.1409e-02
9.82032749e+00, -5.6441e+01, 2.2515e+01, -1.0510e+01, -5.7963e-02
8.80809269e+00, -5.6647e+01, 2.1980e+01, -1.0510e+01, -5.3756e-02
7.90019446e+00, -5.6813e+01, 2.0968e+01, -1.0509e+01, -5.4057e-02
7.08587827e+00, -5.7020e+01, 2.0500e+01, -1.0509e+01, -4.9107e-02
6.35549809e+00, -5.7146e+01, 1.9915e+01, -1.0509e+01, -4.5835e-02
5.70040218e+00, -5.7322e+01, 1.9040e+01, -1.0508e+01, -4.5601e-02
5.11283059e+00, -5.7429e+01, 1.8132e+01, -1.0509e+01, -4.3050e-02
4.58582322e+00, -5.7554e+01, 1.7754e+01, -1.0509e+01, -4.1472e-02
4.11313737e+00, -5.7650e+01, 1.7122e+01, -1.0509e+01, -3.7374e-02
3.68917383e+00, -5.7732e+01, 1.6150e+01, -1.0509e+01, -3.6282e-02
3.30891053e+00, -5.7794e+01, 1.5722e+01, -1.0509e+01, -3.3394e-02
2.96784305e+00, -5.7829e+01, 1.4999e+01, -1.0509e+01, -3.1049e-02
2.66193125e+00, -5.7901e+01, 1.4625e+01, -1.0509e+01, -3.0782e-02
2.38755146e+00, -5.7978e+01, 1.3907e+01, -1.0509e+01, -3.1577e-02
2.14145349e+00, -5.7963e+01, 1.3826e+01, -1.0509e+01, -2.8935e-02
1.92072218e+00, -5.7955e+01, 1.2787e+01, -1.0509e+01, -3.0009e-02
1.72274285e+00, -5.7988e+01, 1.2366e+01, -1.0509e+01, -2.6955e-02
1.54517034e+00, -5.7989e+01, 1.1639e+01, -1.0509e+01, -2.6086e-02
1.38590119e+00, -5.7958e+01, 1.1493e+01, -1.0509e+01, -2.2180e-02
1.24304878e+00, -5.7914e+01, 1.0949e+01, -1.0509e+01, -2.4942e-02
1.11492096e+00, -5.7898e+01, 1.0831e+01, -1.0509e+01, -2.2486e-02
9.99999963e-01, -5.7857e+01, 1.0324e+01, -1.0509e+01, -2.1842e-02
