% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 700 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 50 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring harmonic 2, delay compensation 229.0 ns (auto), normalization on
% Averaging time 1.00 ms, 30 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-27 T 17:57:44 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
1.07521683e+02, -3.3777e+01, 3.4012e+02, -3.9872e+01, 5.1927e+02
9.64388355e+01, -3.4389e+01, 3.4342e+02, -4.0469e+01, 5.2245e+02
8.64983580e+01, -3.5021e+01, 3.4680e+02, -4.1106e+01, 5.2570e+02
7.75824997e+01, -3.5677e+01, 3.5024e+02, -4.1771e+01, 5.2901e+02
6.95856477e+01, -3.6361e+01, 3.5363e+02, -4.2464e+01, 5.3241e+02
6.24130749e+01, -3.7069e+01, 3.5712e+02, -4.3181e+01, 5.3568e+02
5.59798183e+01, -3.7804e+01, 3.6056e+02, -4.3937e+01, 5.3902e+02
5.02096727e+01, -3.8565e+01, 3.6390e+02, -4.4704e+01, 5.4219e+02
4.50342874e+01, -3.9357e+01, 3.6708e+02, -4.5537e+01, 5.4529e+02
4.03923574e+01, -4.0191e+01, 3.7037e+02, -4.6372e+01, 5.4833e+02
3.62288965e+01, -4.1041e+01, 3.7346e+02, -4.7263e+01, 5.5115e+02
3.24945863e+01, -4.1946e+01, 3.7642e+02, -4.8212e+01, 5.5381e+02
2.91451918e+01, -4.2906e+01, 3.7920e+02, -4.9203e+01, 5.5627e+02
2.61410376e+01, -4.3921e+01, 3.8165e+02, -5.0244e+01, 5.5854e+02
2.34465381e+01, -4.5021e+01, 3.8373e+02, -5.1423e+01, 5.6015e+02
2.10297753e+01, -4.6201e+01, 3.8534e+02, -5.2616e+01, 5.6141e+02
1.88621215e+01, -4.7505e+01, 3.8639e+02, -5.4013e+01, 5.6174e+02
1.69178996e+01, -4.8967e+01, 3.8656e+02, -5.5546e+01, 5.6102e+02
1.51740793e+01, -5.0633e+01, 3.8502e+02, -5.7225e+01, 5.5770e+02
1.36100041e+01, -5.2474e+01, 3.8123e+02, -5.9205e+01, 5.5243e+02
1.22071466e+01, -5.4558e+01, 3.7351e+02, -6.1025e+01, 5.4131e+02
1.09488893e+01, -5.6615e+01, 3.5914e+02, -6.2596e+01, 5.2437e+02
9.82032749e+00, -5.7735e+01, 3.3753e+02, -6.2746e+01, 5.0234e+02
8.80809269e+00, -5.7041e+01, 3.1394e+02, -6.1576e+01, 4.8409e+02
7.90019446e+00, -5.5234e+01, 2.9742e+02, -5.9662e+01, 4.7145e+02
7.08587827e+00, -5.3204e+01, 2.8799e+02, -5.7866e+01, 4.6485e+02
6.35549809e+00, -5.1381e+01, 2.8276e+02, -5.6278e+01, 4.6065e+02
5.70040218e+00, -4.9802e+01, 2.7990e+02, -5.4867e+01, 4.5871e+02
5.11283059e+00, -4.8461e+01, 2.7836e+02, -5.3593e+01, 4.5743e+02
4.58582322e+00, -4.7218e+01, 2.7784e+02, -5.2534e+01, 4.5693e+02
4.11313737e+00, -4.6162e+01, 2.7770e+02, -5.1544e+01, 4.5714e+02
3.68917383e+00, -4.5215e+01, 2.7809e+02, -5.0678e+01, 4.5731e+02
3.30891053e+00, -4.4370e+01, 2.7864e+02, -4.9877e+01, 4.5786e+02
2.96784305e+00, -4.3617e+01, 2.7928e+02, -4.9159e+01, 4.5853e+02
2.66193125e+00, -4.2943e+01, 2.8002e+02, -4.8544e+01, 4.5946e+02
2.38755146e+00, -4.2336e+01, 2.8088e+02, -4.7943e+01, 4.6026e+02
2.14145349e+00, -4.1777e+01, 2.8175e+02, -4.7430e+01, 4.6114e+02
1.92072218e+00, -4.1275e+01, 2.8270e+02, -4.6941e+01, 4.6200e+02
1.72274285e+00, -4.0822e+01, 2.8367e+02, -4.6515e+01, 4.6289e+02
1.54517034e+00, -4.0438e+01, 2.8462e+02, -4.6145e+01, 4.6387e+02
1.38590119e+00, -4.0098e+01, 2.8555e+02, -4.5836e+01, 4.6476e+02
1.24304878e+00, -3.9809e+01, 2.8648e+02, -4.5550e+01, 4.6567e+02
1.11492096e+00, -3.9565e+01, 2.8737e+02, -4.5324e+01, 4.6657e+02
9.99999963e-01, -3.9362e+01, 2.8827e+02, -4.5123e+01, 4.6740e+02
