% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 700 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 50 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization on
% Averaging time 1.00 ms, 30 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-27 T 17:39:26 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
1.17724305e+03, -1.2951e+01, 1.4279e+01, 2.8469e+00, -1.1390e+00
1.05589818e+03, -1.3049e+01, 1.4529e+01, 2.8554e+00, -1.1459e+00
9.47060982e+02, -1.3153e+01, 1.4814e+01, 2.8643e+00, -1.1562e+00
8.49442234e+02, -1.3261e+01, 1.5124e+01, 2.8732e+00, -1.1563e+00
7.61885583e+02, -1.3376e+01, 1.5450e+01, 2.8828e+00, -1.1631e+00
6.83353874e+02, -1.3495e+01, 1.5787e+01, 2.8919e+00, -1.1752e+00
6.12916857e+02, -1.3620e+01, 1.6128e+01, 2.9029e+00, -1.1807e+00
5.49740169e+02, -1.3752e+01, 1.6464e+01, 2.9132e+00, -1.1813e+00
4.93075447e+02, -1.3889e+01, 1.6783e+01, 2.9238e+00, -1.1841e+00
4.42251467e+02, -1.4030e+01, 1.7089e+01, 2.9339e+00, -1.1825e+00
3.96666193e+02, -1.4177e+01, 1.7368e+01, 2.9444e+00, -1.1783e+00
3.55779641e+02, -1.4327e+01, 1.7630e+01, 2.9559e+00, -1.1782e+00
3.19107490e+02, -1.4481e+01, 1.7849e+01, 2.9663e+00, -1.1672e+00
2.86215338e+02, -1.4637e+01, 1.8042e+01, 2.9760e+00, -1.1577e+00
2.56713560e+02, -1.4796e+01, 1.8200e+01, 2.9859e+00, -1.1427e+00
2.30252691e+02, -1.4958e+01, 1.8325e+01, 2.9960e+00, -1.1286e+00
2.06519288e+02, -1.5115e+01, 1.8413e+01, 3.0062e+00, -1.1114e+00
1.85232217e+02, -1.5279e+01, 1.8460e+01, 3.0161e+00, -1.0968e+00
1.66139321e+02, -1.5442e+01, 1.8483e+01, 3.0242e+00, -1.0722e+00
1.49014434e+02, -1.5601e+01, 1.8462e+01, 3.0341e+00, -1.0489e+00
1.33654702e+02, -1.5760e+01, 1.8410e+01, 3.0424e+00, -1.0306e+00
1.19878182e+02, -1.5914e+01, 1.8317e+01, 3.0501e+00, -1.0017e+00
1.07521683e+02, -1.6073e+01, 1.8206e+01, 3.0578e+00, -9.7718e-01
9.64388355e+01, -1.6224e+01, 1.8058e+01, 3.0653e+00, -9.5522e-01
8.64983580e+01, -1.6369e+01, 1.7887e+01, 3.0726e+00, -9.3185e-01
7.75824997e+01, -1.6513e+01, 1.7697e+01, 3.0785e+00, -9.0189e-01
6.95856477e+01, -1.6648e+01, 1.7482e+01, 3.0866e+00, -8.7542e-01
6.24130749e+01, -1.6779e+01, 1.7262e+01, 3.0914e+00, -8.5435e-01
5.59798183e+01, -1.6903e+01, 1.7034e+01, 3.0967e+00, -8.3167e-01
5.02096727e+01, -1.7023e+01, 1.6810e+01, 3.1018e+00, -8.0736e-01
4.50342874e+01, -1.7136e+01, 1.6591e+01, 3.1066e+00, -7.8766e-01
4.03923574e+01, -1.7245e+01, 1.6385e+01, 3.1111e+00, -7.6839e-01
3.62288965e+01, -1.7347e+01, 1.6198e+01, 3.1151e+00, -7.4798e-01
3.24945863e+01, -1.7443e+01, 1.6031e+01, 3.1199e+00, -7.3557e-01
2.91451918e+01, -1.7535e+01, 1.5897e+01, 3.1233e+00, -7.2026e-01
2.61410376e+01, -1.7625e+01, 1.5791e+01, 3.1268e+00, -7.0639e-01
2.34465381e+01, -1.7712e+01, 1.5717e+01, 3.1299e+00, -6.9790e-01
2.10297753e+01, -1.7794e+01, 1.5681e+01, 3.1337e+00, -6.9047e-01
1.88621215e+01, -1.7875e+01, 1.5680e+01, 3.1371e+00, -6.8167e-01
1.69178996e+01, -1.7954e+01, 1.5713e+01, 3.1403e+00, -6.7577e-01
1.51740793e+01, -1.8033e+01, 1.5788e+01, 3.1450e+00, -6.7345e-01
1.36100041e+01, -1.8113e+01, 1.5900e+01, 3.1474e+00, -6.7230e-01
1.22071466e+01, -1.8195e+01, 1.6038e+01, 3.1519e+00, -6.6909e-01
1.09488893e+01, -1.8278e+01, 1.6216e+01, 3.1547e+00, -6.7027e-01
9.82032749e+00, -1.8362e+01, 1.6420e+01, 3.1582e+00, -6.7055e-01
8.80809269e+00, -1.8449e+01, 1.6653e+01, 3.1622e+00, -6.7818e-01
7.90019446e+00, -1.8541e+01, 1.6912e+01, 3.1665e+00, -6.7632e-01
7.08587827e+00, -1.8637e+01, 1.7203e+01, 3.1714e+00, -6.8094e-01
6.35549809e+00, -1.8736e+01, 1.7508e+01, 3.1758e+00, -6.8373e-01
5.70040218e+00, -1.8841e+01, 1.7834e+01, 3.1802e+00, -6.8769e-01
5.11283059e+00, -1.8951e+01, 1.8186e+01, 3.1843e+00, -6.9152e-01
4.58582322e+00, -1.9065e+01, 1.8542e+01, 3.1891e+00, -6.9447e-01
4.11313737e+00, -1.9185e+01, 1.8918e+01, 3.1939e+00, -6.9844e-01
3.68917383e+00, -1.9311e+01, 1.9306e+01, 3.1999e+00, -7.0337e-01
3.30891053e+00, -1.9443e+01, 1.9703e+01, 3.2041e+00, -7.0395e-01
2.96784305e+00, -1.9581e+01, 2.0108e+01, 3.2099e+00, -7.0660e-01
2.66193125e+00, -1.9725e+01, 2.0512e+01, 3.2159e+00, -7.0812e-01
2.38755146e+00, -1.9876e+01, 2.0933e+01, 3.2213e+00, -7.0956e-01
2.14145349e+00, -2.0034e+01, 2.1343e+01, 3.2258e+00, -7.0838e-01
1.92072218e+00, -2.0193e+01, 2.1744e+01, 3.2322e+00, -7.0909e-01
1.72274285e+00, -2.0360e+01, 2.2139e+01, 3.2381e+00, -7.0586e-01
1.54517034e+00, -2.0531e+01, 2.2515e+01, 3.2431e+00, -7.0312e-01
1.38590119e+00, -2.0703e+01, 2.2891e+01, 3.2498e+00, -6.9849e-01
1.24304878e+00, -2.0880e+01, 2.3240e+01, 3.2561e+00, -6.9450e-01
1.11492096e+00, -2.1058e+01, 2.3576e+01, 3.2610e+00, -6.8955e-01
9.99999963e-01, -2.1236e+01, 2.3882e+01, 3.2668e+00, -6.8223e-01
