% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 10 Vpp, amplitude 800 mVpp (on), offset 500.0 mV (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 10 Vpp, amplitude 50 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization on
% Averaging time 2.00 ms, 30 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-27 T 14:27:49 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
8.49442234e+02, -1.8970e+01, 8.5960e+00, 3.1671e+00, -3.3180e-01
7.61885583e+02, -1.9026e+01, 8.2228e+00, 3.1648e+00, -3.2702e-01
6.83353874e+02, -1.9109e+01, 7.8281e+00, 3.1698e+00, -2.9820e-01
6.12916857e+02, -1.9197e+01, 7.5009e+00, 3.1754e+00, -2.8294e-01
5.49740169e+02, -1.9295e+01, 7.1847e+00, 3.1738e+00, -2.7535e-01
4.93075447e+02, -1.9376e+01, 6.8356e+00, 3.1791e+00, -2.4704e-01
4.42251467e+02, -1.9450e+01, 6.4956e+00, 3.1781e+00, -2.5082e-01
3.96666193e+02, -1.9504e+01, 6.1498e+00, 3.1838e+00, -2.3569e-01
3.55779641e+02, -1.9581e+01, 5.8485e+00, 3.1810e+00, -2.0612e-01
3.19107490e+02, -1.9614e+01, 5.5057e+00, 3.1861e+00, -2.0494e-01
2.86215338e+02, -1.9657e+01, 5.1961e+00, 3.1857e+00, -1.8713e-01
2.56713560e+02, -1.9725e+01, 4.8987e+00, 3.1878e+00, -1.8399e-01
2.30252691e+02, -1.9747e+01, 4.5485e+00, 3.1875e+00, -1.8086e-01
2.06519288e+02, -1.9774e+01, 4.2764e+00, 3.1927e+00, -1.6089e-01
1.85232217e+02, -1.9841e+01, 4.0409e+00, 3.1934e+00, -1.4567e-01
1.66139321e+02, -1.9893e+01, 3.7935e+00, 3.1970e+00, -1.3479e-01
1.49014434e+02, -1.9926e+01, 3.5114e+00, 3.1952e+00, -1.2842e-01
1.33654702e+02, -1.9951e+01, 3.2820e+00, 3.1973e+00, -1.0473e-01
1.19878182e+02, -1.9940e+01, 3.0664e+00, 3.1962e+00, -8.6516e-02
1.07521683e+02, -1.9982e+01, 2.8434e+00, 3.1972e+00, -9.3224e-02
9.64388355e+01, -2.0004e+01, 2.6442e+00, 3.1956e+00, -1.0879e-01
8.64983580e+01, -2.0030e+01, 2.4266e+00, 3.1985e+00, -7.9888e-02
7.75824997e+01, -2.0021e+01, 2.2917e+00, 3.1966e+00, -8.0274e-02
6.95856477e+01, -2.0055e+01, 2.1270e+00, 3.1989e+00, -5.6926e-02
6.24130749e+01, -2.0102e+01, 1.9413e+00, 3.2022e+00, -7.3089e-02
5.59798183e+01, -2.0087e+01, 1.7844e+00, 3.2044e+00, -8.5796e-02
5.02096727e+01, -2.0112e+01, 1.6559e+00, 3.2021e+00, -4.8660e-02
4.50342874e+01, -2.0116e+01, 1.4933e+00, 3.2052e+00, -3.3689e-02
4.03923574e+01, -2.0107e+01, 1.4472e+00, 3.2048e+00, -2.9475e-02
3.62288965e+01, -2.0153e+01, 1.3244e+00, 3.2042e+00, -4.4913e-02
3.24945863e+01, -2.0157e+01, 1.2182e+00, 3.2027e+00, -4.5528e-02
2.91451918e+01, -2.0175e+01, 1.1162e+00, 3.2031e+00, -5.5006e-02
2.61410376e+01, -2.0166e+01, 1.0232e+00, 3.2064e+00, -4.8516e-02
2.34465381e+01, -2.0169e+01, 1.0212e+00, 3.2064e+00, -5.6940e-03
2.10297753e+01, -2.0176e+01, 8.7401e-01, 3.2032e+00, -3.5609e-02
1.88621215e+01, -2.0156e+01, 8.0259e-01, 3.1995e+00, -3.0710e-02
1.69178996e+01, -2.0178e+01, 7.3081e-01, 3.2017e+00, -3.0720e-02
1.51740793e+01, -2.0180e+01, 7.4578e-01, 3.2034e+00, -5.9161e-03
1.36100041e+01, -2.0197e+01, 6.3685e-01, 3.2028e+00, -1.7946e-02
1.22071466e+01, -2.0220e+01, 5.9483e-01, 3.2038e+00, -1.9879e-02
1.09488893e+01, -2.0217e+01, 5.5831e-01, 3.2028e+00, -1.2942e-02
9.82032749e+00, -2.0217e+01, 5.3335e-01, 3.2032e+00, -2.0671e-02
8.80809269e+00, -2.0215e+01, 5.0383e-01, 3.2063e+00, -1.9221e-02
7.90019446e+00, -2.0203e+01, 4.5845e-01, 3.2052e+00, -3.8264e-03
7.08587827e+00, -2.0194e+01, 4.3631e-01, 3.2071e+00, -2.5167e-02
6.35549809e+00, -2.0201e+01, 3.9495e-01, 3.2066e+00, -2.7122e-02
5.70040218e+00, -2.0227e+01, 4.1117e-01, 3.2061e+00, -9.3877e-03
5.11283059e+00, -2.0242e+01, 3.4281e-01, 3.2062e+00, -1.8950e-02
4.58582322e+00, -2.0217e+01, 3.7157e-01, 3.2041e+00, -2.2096e-02
4.11313737e+00, -2.0249e+01, 3.2355e-01, 3.2061e+00, -5.7416e-03
3.68917383e+00, -2.0254e+01, 3.0716e-01, 3.2048e+00, -2.7188e-02
3.30891053e+00, -2.0278e+01, 2.8582e-01, 3.2072e+00, -1.8405e-02
2.96784305e+00, -2.0286e+01, 2.4448e-01, 3.2082e+00, -1.3331e-02
2.66193125e+00, -2.0269e+01, 2.8351e-01, 3.2022e+00, -7.7210e-03
2.38755146e+00, -2.0266e+01, 2.4321e-01, 3.2072e+00, -2.1568e-02
2.14145349e+00, -2.0270e+01, 2.2863e-01, 3.2037e+00, -2.1400e-02
1.92072218e+00, -2.0282e+01, 2.4456e-01, 3.2067e+00, -9.3559e-03
1.72274285e+00, -2.0296e+01, 1.7783e-01, 3.2038e+00, -6.0922e-03
1.54517034e+00, -2.0302e+01, 1.9367e-01, 3.2093e+00, 8.9193e-05
1.38590119e+00, -2.0321e+01, 2.4100e-01, 3.2046e+00, 6.3769e-03
1.24304878e+00, -2.0320e+01, 2.4360e-01, 3.2073e+00, -3.2638e-03
1.11492096e+00, -2.0290e+01, 2.1811e-01, 3.2056e+00, -5.2470e-03
9.99999963e-01, -2.0339e+01, 2.1171e-01, 3.2046e+00, -9.8266e-03
