% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 1 MOhm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.002305 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 2.00 ms, 50 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-15 T 16:40:52 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
1.26827255e+05, -4.9984e+01, -2.1527e+00, -3.9471e+00, -2.1706e+00
1.13752415e+05, -4.9983e+01, -1.9009e+00, -3.9496e+00, -1.9284e+00
1.02025482e+05, -4.9974e+01, -1.6329e+00, -3.9514e+00, -1.7110e+00
9.15074995e+04, -4.9985e+01, -1.4900e+00, -3.9525e+00, -1.5167e+00
8.20738336e+04, -4.9994e+01, -1.3184e+00, -3.9546e+00, -1.3438e+00
7.36127006e+04, -4.9986e+01, -1.1257e+00, -3.9573e+00, -1.1886e+00
6.60238403e+04, -5.0000e+01, -9.9579e-01, -3.9604e+00, -1.0507e+00
5.92173288e+04, -4.9998e+01, -8.6461e-01, -3.9622e+00, -9.2806e-01
5.31125123e+04, -4.9999e+01, -7.7189e-01, -3.9653e+00, -8.1847e-01
4.76370518e+04, -4.9988e+01, -6.3693e-01, -3.9665e+00, -7.2102e-01
4.27260660e+04, -5.0018e+01, -6.0462e-01, -3.9692e+00, -6.3546e-01
3.83213622e+04, -4.9995e+01, -4.8315e-01, -3.9695e+00, -5.5961e-01
3.43707469e+04, -5.0008e+01, -3.8346e-01, -3.9723e+00, -4.9342e-01
3.08274073e+04, -5.0008e+01, -3.9727e-01, -3.9733e+00, -4.3376e-01
2.76493567e+04, -5.0026e+01, -3.2457e-01, -3.9747e+00, -3.8170e-01
2.47989369e+04, -5.0015e+01, -4.6124e-01, -3.9757e+00, -3.3587e-01
2.22423717e+04, -5.0036e+01, -1.1384e-01, -3.9769e+00, -2.9547e-01
1.99493673e+04, -5.0025e+01, -2.5712e-01, -3.9791e+00, -2.6025e-01
1.78927526e+04, -5.0035e+01, -2.6874e-01, -3.9798e+00, -2.2934e-01
1.60481579e+04, -5.0025e+01, -1.9854e-02, -3.9818e+00, -2.0176e-01
1.43937256e+04, -5.0027e+01, -2.1953e-01, -3.9826e+00, -1.7814e-01
1.29098516e+04, -5.0031e+01, -1.1757e-01, -3.9829e+00, -1.5801e-01
1.15789528e+04, -5.0024e+01, -3.7556e-02, -3.9841e+00, -1.3885e-01
1.03852586e+04, -5.0010e+01, -2.3403e-01, -3.9839e+00, -1.2288e-01
9.31462435e+03, -5.0025e+01, -8.1842e-02, -3.9846e+00, -1.0897e-01
8.35436366e+03, -5.0018e+01, -1.5542e-01, -3.9851e+00, -9.7363e-02
7.49309791e+03, -5.0024e+01, -1.3162e-01, -3.9854e+00, -8.7077e-02
6.72062152e+03, -5.0018e+01, -6.8109e-02, -3.9854e+00, -7.7540e-02
6.02778106e+03, -5.0044e+01, 2.2683e-02, -3.9850e+00, -6.9755e-02
5.40636672e+03, -5.0028e+01, -2.2730e-02, -3.9855e+00, -6.3467e-02
4.84901505e+03, -5.0021e+01, -5.3505e-02, -3.9863e+00, -5.6064e-02
4.34912173e+03, -5.0037e+01, -3.7792e-02, -3.9868e+00, -4.9902e-02
3.90076327e+03, -5.0027e+01, -2.4907e-02, -3.9860e+00, -4.4715e-02
3.49862686e+03, -5.0028e+01, -8.0623e-02, -3.9860e+00, -4.0126e-02
3.13794739e+03, -5.0035e+01, -8.7356e-02, -3.9857e+00, -3.4868e-02
2.81445098e+03, -4.9959e+01, 1.2007e-02, -3.9865e+00, -3.1562e-02
2.52430438e+03, -4.9926e+01, -5.3487e-02, -3.9863e+00, -2.8352e-02
2.26406948e+03, -4.9926e+01, -3.4631e-02, -3.9861e+00, -2.6007e-02
2.03066266e+03, -4.9960e+01, -1.0076e-01, -3.9860e+00, -2.2740e-02
1.82131814e+03, -4.9933e+01, -1.1020e-02, -3.9858e+00, -2.0614e-02
1.63355532e+03, -4.9943e+01, -2.5291e-02, -3.9867e+00, -1.8471e-02
1.46514928e+03, -4.9917e+01, -5.9496e-02, -3.9865e+00, -1.6381e-02
1.31410452e+03, -4.9972e+01, -9.7145e-03, -3.9863e+00, -1.4828e-02
1.17863122e+03, -4.9933e+01, -2.5433e-02, -3.9860e+00, -1.2404e-02
1.05712409e+03, -4.9969e+01, 2.5186e-02, -3.9861e+00, -1.1590e-02
9.48143346e+02, -4.9958e+01, 7.0073e-03, -3.9866e+00, -1.0870e-02
8.50397614e+02, -4.9914e+01, -6.8286e-03, -3.9871e+00, -9.8682e-03
7.62728657e+02, -4.9909e+01, 6.1958e-03, -3.9865e+00, -8.6075e-03
6.84097645e+02, -4.9912e+01, -6.1638e-02, -3.9866e+00, -3.7140e-03
6.13572839e+02, -4.9921e+01, -1.8667e-02, -3.9873e+00, -7.0890e-03
5.50318557e+02, -4.9926e+01, -4.4614e-02, -3.9869e+00, -6.2368e-03
4.93585268e+02, -4.9930e+01, 3.6401e-02, -3.9862e+00, -5.9873e-03
4.42700712e+02, -4.9894e+01, 1.5832e-02, -3.9865e+00, -5.6150e-03
3.97061932e+02, -4.9911e+01, -3.2693e-02, -3.9865e+00, -4.7376e-03
3.56128133e+02, -4.9912e+01, -3.2526e-02, -3.9866e+00, -4.2973e-03
3.19414270e+02, -4.9909e+01, 2.2871e-02, -3.9867e+00, -4.5271e-03
2.86485302e+02, -4.9896e+01, -2.3064e-02, -3.9868e+00, -3.7655e-03
2.56951038e+02, -4.9909e+01, -5.2337e-03, -3.9862e+00, -3.5939e-03
2.30461513e+02, -4.9904e+01, 3.5941e-03, -3.9860e+00, -2.3679e-03
2.06702838e+02, -4.9905e+01, 6.3040e-02, -3.9863e+00, -2.8546e-03
1.85393486e+02, -4.9907e+01, -1.2459e-03, -3.9873e+00, -2.9437e-03
1.66280952e+02, -4.9911e+01, -2.7717e-03, -3.9866e+00, -2.9555e-03
1.49138762e+02, -4.9907e+01, -2.4792e-03, -3.9863e+00, -2.4485e-03
1.33763790e+02, -4.9912e+01, 4.5501e-02, -3.9872e+00, -1.9830e-03
1.19973850e+02, -4.9913e+01, -1.2707e-02, -3.9865e+00, -1.9220e-03
1.07605539e+02, -4.9905e+01, 1.4112e-03, -3.9864e+00, -2.0418e-03
9.65122984e+01, -4.9906e+01, 2.2296e-02, -3.9869e+00, -2.2575e-03
8.65626791e+01, -4.9918e+01, 3.7018e-03, -3.9864e+00, -1.8247e-03
7.76387833e+01, -4.9907e+01, 7.1010e-02, -3.9869e+00, -1.3375e-03
6.96348673e+01, -4.9911e+01, -1.3585e-02, -3.9868e+00, -1.4577e-03
6.24560887e+01, -4.9906e+01, -7.8371e-02, -3.9869e+00, -1.2074e-03
5.60173829e+01, -4.9912e+01, 2.4607e-02, -3.9866e+00, -1.2567e-03
5.02424543e+01, -4.9915e+01, 1.0120e-02, -3.9865e+00, -1.9705e-03
4.50628730e+01, -4.9910e+01, 7.7342e-03, -3.9864e+00, -1.2976e-03
4.04172638e+01, -4.9897e+01, 3.3320e-03, -3.9863e+00, -1.0970e-03
3.62505783e+01, -4.9915e+01, 1.9523e-02, -3.9864e+00, -7.7503e-04
3.25134437e+01, -4.9899e+01, 2.0058e-02, -3.9856e+00, -1.1656e-03
2.91615767e+01, -4.9898e+01, 5.4061e-02, -3.9860e+00, -6.1897e-04
2.61552595e+01, -4.9896e+01, 4.8734e-02, -3.9860e+00, -8.8800e-04
2.34588687e+01, -4.9903e+01, -3.1764e-03, -3.9860e+00, -1.1114e-03
2.10404535e+01, -4.9905e+01, 5.0689e-03, -3.9859e+00, -1.0074e-03
1.88713569e+01, -4.9897e+01, -2.9817e-02, -3.9860e+00, -1.1012e-03
1.69258761e+01, -4.9900e+01, 1.7312e-02, -3.9858e+00, -1.3166e-03
1.51809584e+01, -4.9906e+01, -3.6039e-02, -3.9863e+00, -1.0213e-03
1.36159272e+01, -4.9906e+01, -1.1825e-02, -3.9861e+00, -6.1716e-04
1.22122378e+01, -4.9916e+01, -2.0308e-02, -3.9860e+00, -5.7616e-04
1.09532571e+01, -4.9911e+01, -1.4295e-02, -3.9864e+00, -5.6787e-04
9.82406698e+00, -4.9913e+01, 2.4865e-02, -3.9869e+00, -6.1180e-04
8.81128698e+00, -4.9909e+01, 1.7741e-03, -3.9861e+00, -3.7554e-04
7.90291621e+00, -4.9908e+01, 5.3109e-02, -3.9865e+00, -8.0889e-04
7.08819095e+00, -4.9894e+01, 5.2960e-02, -3.9863e+00, -6.3349e-04
6.35745713e+00, -4.9916e+01, 6.4505e-03, -3.9866e+00, -3.6943e-04
5.70205591e+00, -4.9945e+01, -3.4025e-02, -3.9871e+00, -6.4541e-04
5.11422113e+00, -4.9914e+01, -5.7992e-02, -3.9866e+00, -3.8201e-04
4.58698726e+00, -4.9920e+01, 9.1158e-03, -3.9867e+00, -7.4717e-04
4.11410683e+00, -4.9916e+01, -7.4938e-03, -3.9884e+00, -6.7034e-04
3.68997647e+00, -4.9907e+01, 4.4755e-02, -3.9876e+00, -6.5440e-04
3.30957043e+00, -4.9921e+01, 6.4371e-02, -3.9872e+00, -3.7462e-04
2.96838111e+00, -4.9921e+01, 2.3809e-02, -3.9868e+00, -4.8352e-04
2.66236558e+00, -4.9917e+01, 7.2043e-02, -3.9869e+00, -2.0742e-04
2.38789772e+00, -4.9916e+01, -3.2386e-02, -3.9871e+00, -7.7954e-04
2.14172523e+00, -4.9912e+01, 1.5121e-02, -3.9871e+00, -6.0302e-04
1.92093108e+00, -4.9912e+01, -5.9550e-02, -3.9872e+00, 3.2070e-05
1.72289899e+00, -4.9906e+01, 1.3248e-02, -3.9865e+00, -4.8781e-04
1.54528236e+00, -4.9907e+01, 2.9518e-02, -3.9871e+00, -7.3316e-05
1.38597654e+00, -4.9904e+01, 6.2039e-02, -3.9868e+00, -1.4575e-04
1.24309383e+00, -4.9911e+01, -2.8678e-02, -3.9870e+00, 1.1245e-04
1.11494114e+00, -4.9916e+01, -2.1491e-02, -3.9872e+00, -2.2274e-04
9.99999935e-01, -4.9916e+01, 6.7463e-03, -3.9872e+00, -4.7237e-04
