% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 800 mVpp (on), offset 500.0 mV (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 50 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring harmonic 2, delay compensation 229.0 ns (auto), normalization on
% Averaging time 2.00 ms, 1 cycles; Settling time 1.00 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-27 T 14:36:43 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
4.26502181e+04, -3.1400e+01, 4.4223e+02, -3.7594e+01, 2.6158e+02
3.82540271e+04, -3.1699e+01, 4.4631e+02, -3.7896e+01, 2.6576e+02
3.43109756e+04, -3.2007e+01, 4.4992e+02, -3.8211e+01, 2.6938e+02
3.07743559e+04, -3.2336e+01, 4.5311e+02, -3.8556e+01, 2.7261e+02
2.76022750e+04, -3.2662e+01, 4.5585e+02, -3.8883e+01, 2.7544e+02
2.47571577e+04, -3.2985e+01, 4.5816e+02, -3.9211e+01, 2.7773e+02
2.22053022e+04, -3.3332e+01, 4.6025e+02, -3.9558e+01, 2.7992e+02
1.99164804e+04, -3.3658e+01, 4.6199e+02, -3.9888e+01, 2.8167e+02
1.78635800e+04, -3.3995e+01, 4.6348e+02, -4.0228e+01, 2.8316e+02
1.60222832e+04, -3.4315e+01, 4.6453e+02, -4.0558e+01, 2.8428e+02
1.43707790e+04, -3.4631e+01, 4.6557e+02, -4.0857e+01, 2.8545e+02
1.28895043e+04, -3.4929e+01, 4.6624e+02, -4.1161e+01, 2.8613e+02
1.15609127e+04, -3.5234e+01, 4.6688e+02, -4.1482e+01, 2.8671e+02
1.03692663e+04, -3.5528e+01, 4.6721e+02, -4.1777e+01, 2.8718e+02
9.30044934e+03, -3.5795e+01, 4.6749e+02, -4.2059e+01, 2.8737e+02
8.34180123e+03, -3.6079e+01, 4.6762e+02, -4.2343e+01, 2.8756e+02
7.48196621e+03, -3.6346e+01, 4.6774e+02, -4.2625e+01, 2.8769e+02
6.71075908e+03, -3.6621e+01, 4.6762e+02, -4.2916e+01, 2.8755e+02
6.01904449e+03, -3.6833e+01, 4.6725e+02, -4.3124e+01, 2.8709e+02
5.39862869e+03, -3.7068e+01, 4.6705e+02, -4.3357e+01, 2.8698e+02
4.84216254e+03, -3.7283e+01, 4.6645e+02, -4.3586e+01, 2.8655e+02
4.34305440e+03, -3.7498e+01, 4.6587e+02, -4.3825e+01, 2.8569e+02
3.89539206e+03, -3.7686e+01, 4.6517e+02, -4.3992e+01, 2.8498e+02
3.49387272e+03, -3.7875e+01, 4.6476e+02, -4.4183e+01, 2.8469e+02
3.13374018e+03, -3.8060e+01, 4.6393e+02, -4.4368e+01, 2.8400e+02
2.81072846e+03, -3.8217e+01, 4.6338e+02, -4.4544e+01, 2.8330e+02
2.52101132e+03, -3.8362e+01, 4.6235e+02, -4.4707e+01, 2.8204e+02
2.26115691e+03, -3.8504e+01, 4.6144e+02, -4.4853e+01, 2.8147e+02
2.02808712e+03, -3.8574e+01, 4.6050e+02, -4.4934e+01, 2.8057e+02
1.81904110e+03, -3.8708e+01, 4.5975e+02, -4.5050e+01, 2.7965e+02
1.63154260e+03, -3.8705e+01, 4.5857e+02, -4.5075e+01, 2.7867e+02
1.46337059e+03, -3.8783e+01, 4.5791e+02, -4.5204e+01, 2.7786e+02
1.31253299e+03, -3.8847e+01, 4.5757e+02, -4.5268e+01, 2.7716e+02
1.17724305e+03, -3.8836e+01, 4.5636e+02, -4.5233e+01, 2.7626e+02
1.05589818e+03, -3.8857e+01, 4.5589e+02, -4.5241e+01, 2.7584e+02
9.47060982e+02, -3.8876e+01, 4.5514e+02, -4.5250e+01, 2.7472e+02
8.49442234e+02, -3.8894e+01, 4.5467e+02, -4.5344e+01, 2.7463e+02
7.61885583e+02, -3.8841e+01, 4.5421e+02, -4.5212e+01, 2.7387e+02
6.83353874e+02, -3.8868e+01, 4.5354e+02, -4.5274e+01, 2.7335e+02
6.12916857e+02, -3.8854e+01, 4.5304e+02, -4.5278e+01, 2.7353e+02
5.49740169e+02, -3.8847e+01, 4.5302e+02, -4.5292e+01, 2.7229e+02
4.93075447e+02, -3.8866e+01, 4.5267e+02, -4.5212e+01, 2.7261e+02
4.42251467e+02, -3.8839e+01, 4.5244e+02, -4.5218e+01, 2.7177e+02
3.96666193e+02, -3.8770e+01, 4.5183e+02, -4.5063e+01, 2.7141e+02
3.55779641e+02, -3.8758e+01, 4.5198e+02, -4.5174e+01, 2.7173e+02
3.19107490e+02, -3.8829e+01, 4.5180e+02, -4.5199e+01, 2.7171e+02
2.86215338e+02, -3.8783e+01, 4.5131e+02, -4.5170e+01, 2.7087e+02
2.56713560e+02, -3.8705e+01, 4.5099e+02, -4.5112e+01, 2.7120e+02
2.30252691e+02, -3.8757e+01, 4.5153e+02, -4.5126e+01, 2.7071e+02
2.06519288e+02, -3.8723e+01, 4.5108e+02, -4.5111e+01, 2.7069e+02
1.85232217e+02, -3.8763e+01, 4.5127e+02, -4.5127e+01, 2.7089e+02
1.66139321e+02, -3.8763e+01, 4.5084e+02, -4.5091e+01, 2.7069e+02
1.49014434e+02, -3.8754e+01, 4.5102e+02, -4.5178e+01, 2.7075e+02
1.33654702e+02, -3.8768e+01, 4.5096e+02, -4.5168e+01, 2.7074e+02
1.19878182e+02, -3.8728e+01, 4.5083e+02, -4.5086e+01, 2.7029e+02
1.07521683e+02, -3.8719e+01, 4.5095e+02, -4.5050e+01, 2.7108e+02
9.64388355e+01, -3.8756e+01, 4.5148e+02, -4.5117e+01, 2.7206e+02
8.64983580e+01, -3.8662e+01, 4.5069e+02, -4.5024e+01, 2.7061e+02
7.75824997e+01, -3.8718e+01, 4.5091e+02, -4.5189e+01, 2.7040e+02
6.95856477e+01, -3.8796e+01, 4.5136e+02, -4.5224e+01, 2.7127e+02
6.24130749e+01, -3.8684e+01, 4.5117e+02, -4.5039e+01, 2.7121e+02
5.59798183e+01, -3.8830e+01, 4.5212e+02, -4.5186e+01, 2.7158e+02
5.02096727e+01, -3.8717e+01, 4.5091e+02, -4.5122e+01, 2.7103e+02
4.50342874e+01, -3.8757e+01, 4.5081e+02, -4.5145e+01, 2.7115e+02
4.03923574e+01, -3.8732e+01, 4.5087e+02, -4.5118e+01, 2.7045e+02
3.62288965e+01, -3.8657e+01, 4.5119e+02, -4.5108e+01, 2.7182e+02
3.24945863e+01, -3.8622e+01, 4.5129e+02, -4.4964e+01, 2.7108e+02
2.91451918e+01, -3.8702e+01, 4.5068e+02, -4.5083e+01, 2.7128e+02
2.61410376e+01, -3.8648e+01, 4.5086e+02, -4.5022e+01, 2.7066e+02
2.34465381e+01, -3.8679e+01, 4.5066e+02, -4.4968e+01, 2.7040e+02
2.10297753e+01, -3.8739e+01, 4.5119e+02, -4.5098e+01, 2.7133e+02
1.88621215e+01, -3.8733e+01, 4.5069e+02, -4.5077e+01, 2.7073e+02
1.69178996e+01, -3.8764e+01, 4.5150e+02, -4.5092e+01, 2.7127e+02
1.51740793e+01, -3.8680e+01, 4.5079e+02, -4.5082e+01, 2.7066e+02
1.36100041e+01, -3.8766e+01, 4.5094e+02, -4.5133e+01, 2.7092e+02
1.22071466e+01, -3.8648e+01, 4.5121e+02, -4.5045e+01, 2.7129e+02
1.09488893e+01, -3.8630e+01, 4.5080e+02, -4.4987e+01, 2.7071e+02
9.82032749e+00, -3.8617e+01, 4.5126e+02, -4.4900e+01, 2.7076e+02
8.80809269e+00, -3.8550e+01, 4.5080e+02, -4.4944e+01, 2.7051e+02
7.90019446e+00, -3.8556e+01, 4.5069e+02, -4.4916e+01, 2.7089e+02
7.08587827e+00, -3.8527e+01, 4.5088e+02, -4.4945e+01, 2.7102e+02
6.35549809e+00, -3.8583e+01, 4.5082e+02, -4.4936e+01, 2.7029e+02
5.70040218e+00, -3.8529e+01, 4.5098e+02, -4.4910e+01, 2.7093e+02
5.11283059e+00, -3.8440e+01, 4.5063e+02, -4.4765e+01, 2.7057e+02
4.58582322e+00, -3.8466e+01, 4.5064e+02, -4.4876e+01, 2.7010e+02
4.11313737e+00, -3.8591e+01, 4.5102e+02, -4.4968e+01, 2.7096e+02
3.68917383e+00, -3.8618e+01, 4.5162e+02, -4.4924e+01, 2.7170e+02
3.30891053e+00, -3.8552e+01, 4.5087e+02, -4.4919e+01, 2.7064e+02
2.96784305e+00, -3.8584e+01, 4.5060e+02, -4.4966e+01, 2.7024e+02
2.66193125e+00, -3.8563e+01, 4.5062e+02, -4.4952e+01, 2.7064e+02
2.38755146e+00, -3.8494e+01, 4.5071e+02, -4.4897e+01, 2.7071e+02
2.14145349e+00, -3.8492e+01, 4.5166e+02, -4.4799e+01, 2.7175e+02
1.92072218e+00, -3.8537e+01, 4.5113e+02, -4.4867e+01, 2.7059e+02
1.72274285e+00, -3.8483e+01, 4.5137e+02, -4.4890e+01, 2.7163e+02
1.54517034e+00, -3.8597e+01, 4.5121e+02, -4.4901e+01, 2.7093e+02
1.38590119e+00, -3.8546e+01, 4.5130e+02, -4.4878e+01, 2.7129e+02
1.24304878e+00, -3.8464e+01, 4.5078e+02, -4.4852e+01, 2.7037e+02
1.11492096e+00, -3.8554e+01, 4.5069e+02, -4.4971e+01, 2.7074e+02
9.99999963e-01, -3.8483e+01, 4.5069e+02, -4.4851e+01, 2.7056e+02
