% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 2.00 ms, 50 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-19 T 18:31:09 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
5.49740169e+02, -3.0498e+01, 4.9791e+00, -1.0365e+01, -2.5597e-01
4.93075447e+02, -3.0525e+01, 4.8790e+00, -1.0362e+01, -2.4961e-01
4.42251467e+02, -3.0549e+01, 4.7958e+00, -1.0362e+01, -2.4454e-01
3.96666193e+02, -3.0580e+01, 4.7244e+00, -1.0360e+01, -2.4018e-01
3.55779641e+02, -3.0617e+01, 4.6818e+00, -1.0359e+01, -2.3720e-01
3.19107490e+02, -3.0645e+01, 4.6410e+00, -1.0358e+01, -2.3425e-01
2.86215338e+02, -3.0671e+01, 4.6435e+00, -1.0356e+01, -2.3229e-01
2.56713560e+02, -3.0702e+01, 4.6481e+00, -1.0354e+01, -2.3168e-01
2.30252691e+02, -3.0741e+01, 4.6720e+00, -1.0353e+01, -2.3117e-01
2.06519288e+02, -3.0762e+01, 4.7107e+00, -1.0351e+01, -2.3153e-01
1.85232217e+02, -3.0802e+01, 4.7657e+00, -1.0350e+01, -2.3328e-01
1.66139321e+02, -3.0826e+01, 4.8201e+00, -1.0348e+01, -2.3586e-01
1.49014434e+02, -3.0866e+01, 4.9103e+00, -1.0347e+01, -2.3786e-01
1.33654702e+02, -3.0898e+01, 4.9964e+00, -1.0345e+01, -2.4207e-01
1.19878182e+02, -3.0940e+01, 5.1027e+00, -1.0343e+01, -2.4601e-01
1.07521683e+02, -3.0972e+01, 5.2279e+00, -1.0341e+01, -2.4943e-01
9.64388355e+01, -3.1012e+01, 5.3686e+00, -1.0339e+01, -2.5425e-01
8.64983580e+01, -3.1050e+01, 5.5114e+00, -1.0337e+01, -2.5889e-01
7.75824997e+01, -3.1089e+01, 5.6657e+00, -1.0335e+01, -2.6522e-01
6.95856477e+01, -3.1133e+01, 5.8433e+00, -1.0333e+01, -2.7317e-01
6.24130749e+01, -3.1182e+01, 6.0335e+00, -1.0331e+01, -2.7912e-01
5.59798183e+01, -3.1216e+01, 6.2444e+00, -1.0329e+01, -2.8589e-01
5.02096727e+01, -3.1273e+01, 6.4602e+00, -1.0327e+01, -2.9464e-01
4.50342874e+01, -3.1318e+01, 6.7062e+00, -1.0324e+01, -3.0361e-01
4.03923574e+01, -3.1364e+01, 6.9648e+00, -1.0321e+01, -3.1306e-01
3.62288965e+01, -3.1415e+01, 7.2310e+00, -1.0319e+01, -3.2257e-01
3.24945863e+01, -3.1478e+01, 7.5069e+00, -1.0316e+01, -3.3294e-01
2.91451918e+01, -3.1532e+01, 7.8265e+00, -1.0314e+01, -3.4307e-01
2.61410376e+01, -3.1593e+01, 8.1456e+00, -1.0312e+01, -3.5429e-01
2.34465381e+01, -3.1656e+01, 8.4747e+00, -1.0308e+01, -3.6633e-01
2.10297753e+01, -3.1726e+01, 8.8504e+00, -1.0304e+01, -3.7976e-01
1.88621215e+01, -3.1797e+01, 9.2150e+00, -1.0301e+01, -3.9138e-01
1.69178996e+01, -3.1871e+01, 9.6251e+00, -1.0298e+01, -4.0316e-01
1.51740793e+01, -3.1955e+01, 1.0030e+01, -1.0294e+01, -4.1577e-01
1.36100041e+01, -3.2035e+01, 1.0432e+01, -1.0290e+01, -4.2910e-01
1.22071466e+01, -3.2129e+01, 1.0877e+01, -1.0286e+01, -4.4283e-01
1.09488893e+01, -3.2225e+01, 1.1323e+01, -1.0281e+01, -4.5443e-01
9.82032749e+00, -3.2318e+01, 1.1783e+01, -1.0276e+01, -4.6690e-01
8.80809269e+00, -3.2430e+01, 1.2252e+01, -1.0272e+01, -4.7990e-01
7.90019446e+00, -3.2538e+01, 1.2715e+01, -1.0268e+01, -4.8990e-01
7.08587827e+00, -3.2662e+01, 1.3164e+01, -1.0263e+01, -5.0053e-01
6.35549809e+00, -3.2788e+01, 1.3670e+01, -1.0257e+01, -5.1107e-01
5.70040218e+00, -3.2909e+01, 1.4141e+01, -1.0251e+01, -5.1947e-01
5.11283059e+00, -3.3051e+01, 1.4606e+01, -1.0246e+01, -5.2739e-01
4.58582322e+00, -3.3192e+01, 1.5065e+01, -1.0240e+01, -5.3520e-01
4.11313737e+00, -3.3340e+01, 1.5528e+01, -1.0235e+01, -5.4186e-01
3.68917383e+00, -3.3490e+01, 1.6007e+01, -1.0228e+01, -5.4649e-01
3.30891053e+00, -3.3648e+01, 1.6473e+01, -1.0223e+01, -5.5056e-01
2.96784305e+00, -3.3817e+01, 1.6921e+01, -1.0217e+01, -5.5516e-01
2.66193125e+00, -3.3993e+01, 1.7363e+01, -1.0211e+01, -5.5835e-01
2.38755146e+00, -3.4170e+01, 1.7796e+01, -1.0205e+01, -5.6033e-01
2.14145349e+00, -3.4362e+01, 1.8240e+01, -1.0199e+01, -5.6056e-01
1.92072218e+00, -3.4557e+01, 1.8614e+01, -1.0192e+01, -5.5938e-01
1.72274285e+00, -3.4763e+01, 1.9221e+01, -1.0186e+01, -5.6113e-01
1.54517034e+00, -3.4952e+01, 1.9699e+01, -1.0180e+01, -5.6226e-01
1.38590119e+00, -3.5146e+01, 1.9958e+01, -1.0174e+01, -5.5624e-01
1.24304878e+00, -3.5394e+01, 2.0484e+01, -1.0167e+01, -5.5443e-01
1.11492096e+00, -3.5626e+01, 2.1087e+01, -1.0160e+01, -5.5367e-01
9.99999963e-01, -3.5855e+01, 2.1586e+01, -1.0154e+01, -5.5177e-01
