% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (on), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 200 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 10.00000 MHz to 10.00000 kHz with 128 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 229.0 ns (auto), normalization off
% Averaging time 2.00 ms, 50 cycles; Settling time 1.00 s, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-19 T 17:21:53 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
2.30252692e+06, -1.6702e+01, -1.6985e+01, -1.2287e+01, -5.1129e+01
2.18063345e+06, -1.6961e+01, -1.3693e+01, -1.2162e+01, -4.8908e+01
2.06519289e+06, -1.7226e+01, -1.0617e+01, -1.2046e+01, -4.6746e+01
1.95586364e+06, -1.7498e+01, -7.7657e+00, -1.1935e+01, -4.4649e+01
1.85232218e+06, -1.7775e+01, -5.1210e+00, -1.1833e+01, -4.2614e+01
1.75426209e+06, -1.8055e+01, -2.6861e+00, -1.1737e+01, -4.0647e+01
1.66139321e+06, -1.8339e+01, -4.5149e-01, -1.1648e+01, -3.8747e+01
1.57344072e+06, -1.8625e+01, 1.5826e+00, -1.1566e+01, -3.6913e+01
1.49014434e+06, -1.8911e+01, 3.4274e+00, -1.1490e+01, -3.5151e+01
1.41125758e+06, -1.9195e+01, 5.0917e+00, -1.1420e+01, -3.3452e+01
1.33654702e+06, -1.9477e+01, 6.5727e+00, -1.1356e+01, -3.1824e+01
1.26579156e+06, -1.9755e+01, 7.8890e+00, -1.1297e+01, -3.0262e+01
1.19878182e+06, -2.0029e+01, 9.0384e+00, -1.1244e+01, -2.8767e+01
1.13531950e+06, -2.0299e+01, 1.0034e+01, -1.1195e+01, -2.7332e+01
1.07521682e+06, -2.0561e+01, 1.0888e+01, -1.1151e+01, -2.5964e+01
1.01829592e+06, -2.0814e+01, 1.1595e+01, -1.1110e+01, -2.4656e+01
9.64388352e+05, -2.1061e+01, 1.2181e+01, -1.1075e+01, -2.3407e+01
9.13334597e+05, -2.1301e+01, 1.2639e+01, -1.1042e+01, -2.2217e+01
8.64983576e+05, -2.1531e+01, 1.2990e+01, -1.1011e+01, -2.1081e+01
8.19192210e+05, -2.1752e+01, 1.3238e+01, -1.0984e+01, -2.0000e+01
7.75824993e+05, -2.1961e+01, 1.3390e+01, -1.0960e+01, -1.8969e+01
7.34753593e+05, -2.2163e+01, 1.3455e+01, -1.0937e+01, -1.7990e+01
6.95856473e+05, -2.2351e+01, 1.3452e+01, -1.0917e+01, -1.7057e+01
6.59018526e+05, -2.2532e+01, 1.3373e+01, -1.0899e+01, -1.6171e+01
6.24130744e+05, -2.2700e+01, 1.3240e+01, -1.0882e+01, -1.5328e+01
5.91089886e+05, -2.2859e+01, 1.3049e+01, -1.0867e+01, -1.4529e+01
5.59798179e+05, -2.3009e+01, 1.2817e+01, -1.0855e+01, -1.3768e+01
5.30163023e+05, -2.3147e+01, 1.2546e+01, -1.0843e+01, -1.3045e+01
5.02096722e+05, -2.3276e+01, 1.2245e+01, -1.0832e+01, -1.2360e+01
4.75516223e+05, -2.3397e+01, 1.1917e+01, -1.0822e+01, -1.1709e+01
4.50342870e+05, -2.3508e+01, 1.1571e+01, -1.0813e+01, -1.1090e+01
4.26502168e+05, -2.3610e+01, 1.1207e+01, -1.0806e+01, -1.0503e+01
4.03923570e+05, -2.3704e+01, 1.0834e+01, -1.0799e+01, -9.9468e+00
3.82540260e+05, -2.3792e+01, 1.0457e+01, -1.0792e+01, -9.4153e+00
3.62288961e+05, -2.3871e+01, 1.0075e+01, -1.0787e+01, -8.9119e+00
3.43109745e+05, -2.3945e+01, 9.6857e+00, -1.0782e+01, -8.4401e+00
3.24945858e+05, -2.4012e+01, 9.3056e+00, -1.0779e+01, -7.9902e+00
3.07743549e+05, -2.4073e+01, 8.9249e+00, -1.0775e+01, -7.5631e+00
2.91451913e+05, -2.4129e+01, 8.5501e+00, -1.0771e+01, -7.1571e+00
2.76022740e+05, -2.4179e+01, 8.1870e+00, -1.0767e+01, -6.7717e+00
2.61410372e+05, -2.4225e+01, 7.8279e+00, -1.0764e+01, -6.4069e+00
2.47571569e+05, -2.4267e+01, 7.4873e+00, -1.0764e+01, -6.0609e+00
2.34465377e+05, -2.4306e+01, 7.1428e+00, -1.0761e+01, -5.7343e+00
2.22053014e+05, -2.4340e+01, 6.8155e+00, -1.0759e+01, -5.4235e+00
2.10297750e+05, -2.4370e+01, 6.5042e+00, -1.0757e+01, -5.1289e+00
1.99164797e+05, -2.4400e+01, 6.2002e+00, -1.0757e+01, -4.8485e+00
1.88621212e+05, -2.4426e+01, 5.9059e+00, -1.0756e+01, -4.5841e+00
1.78635793e+05, -2.4450e+01, 5.6304e+00, -1.0755e+01, -4.3330e+00
1.69178993e+05, -2.4470e+01, 5.3577e+00, -1.0755e+01, -4.0953e+00
1.60222826e+05, -2.4490e+01, 5.1012e+00, -1.0755e+01, -3.8708e+00
1.51740790e+05, -2.4507e+01, 4.8545e+00, -1.0753e+01, -3.6565e+00
1.43707784e+05, -2.4523e+01, 4.6193e+00, -1.0754e+01, -3.4547e+00
1.36100038e+05, -2.4537e+01, 4.3939e+00, -1.0754e+01, -3.2633e+00
1.28895038e+05, -2.4550e+01, 4.1800e+00, -1.0753e+01, -3.0815e+00
1.22071463e+05, -2.4561e+01, 3.9781e+00, -1.0753e+01, -2.9083e+00
1.15609122e+05, -2.4570e+01, 3.7818e+00, -1.0753e+01, -2.7466e+00
1.09488891e+05, -2.4581e+01, 3.5949e+00, -1.0754e+01, -2.5918e+00
1.03692658e+05, -2.4590e+01, 3.4190e+00, -1.0755e+01, -2.4464e+00
9.82032725e+04, -2.4599e+01, 3.2498e+00, -1.0755e+01, -2.3071e+00
9.30044894e+04, -2.4605e+01, 3.0890e+00, -1.0754e+01, -2.1775e+00
8.80809247e+04, -2.4614e+01, 2.9417e+00, -1.0757e+01, -2.0536e+00
8.34180085e+04, -2.4619e+01, 2.7966e+00, -1.0758e+01, -1.9369e+00
7.90019425e+04, -2.4625e+01, 2.6571e+00, -1.0757e+01, -1.8261e+00
7.48196587e+04, -2.4630e+01, 2.5267e+00, -1.0758e+01, -1.7213e+00
7.08587807e+04, -2.4634e+01, 2.3999e+00, -1.0760e+01, -1.6232e+00
6.71075877e+04, -2.4639e+01, 2.2842e+00, -1.0761e+01, -1.5301e+00
6.35549791e+04, -2.4644e+01, 2.1669e+00, -1.0761e+01, -1.4413e+00
6.01904420e+04, -2.4647e+01, 2.0731e+00, -1.0762e+01, -1.3573e+00
5.70040202e+04, -2.4651e+01, 1.9626e+00, -1.0763e+01, -1.2783e+00
5.39862843e+04, -2.4654e+01, 1.8678e+00, -1.0763e+01, -1.2051e+00
5.11283044e+04, -2.4657e+01, 1.7805e+00, -1.0764e+01, -1.1341e+00
4.84216230e+04, -2.4659e+01, 1.6912e+00, -1.0766e+01, -1.0684e+00
4.58582307e+04, -2.4663e+01, 1.6116e+00, -1.0767e+01, -1.0063e+00
4.34305418e+04, -2.4664e+01, 1.5237e+00, -1.0768e+01, -9.4578e-01
4.11313723e+04, -2.4667e+01, 1.4505e+00, -1.0769e+01, -8.9187e-01
3.89539186e+04, -2.4669e+01, 1.3782e+00, -1.0769e+01, -8.3925e-01
3.68917371e+04, -2.4671e+01, 1.3101e+00, -1.0770e+01, -7.9070e-01
3.49387254e+04, -2.4672e+01, 1.2463e+00, -1.0771e+01, -7.4389e-01
3.30891042e+04, -2.4673e+01, 1.1888e+00, -1.0772e+01, -7.0115e-01
3.13374001e+04, -2.4676e+01, 1.1251e+00, -1.0772e+01, -6.5834e-01
2.96784294e+04, -2.4676e+01, 1.0730e+00, -1.0773e+01, -6.2101e-01
2.81072830e+04, -2.4677e+01, 1.0189e+00, -1.0774e+01, -5.8347e-01
2.66193116e+04, -2.4679e+01, 9.6601e-01, -1.0775e+01, -5.4910e-01
2.52101118e+04, -2.4680e+01, 9.1338e-01, -1.0775e+01, -5.1755e-01
2.38755137e+04, -2.4681e+01, 8.7406e-01, -1.0776e+01, -4.8668e-01
2.26115679e+04, -2.4683e+01, 8.3169e-01, -1.0775e+01, -4.5866e-01
2.14145341e+04, -2.4684e+01, 7.9708e-01, -1.0777e+01, -4.3185e-01
2.02808700e+04, -2.4685e+01, 7.5097e-01, -1.0777e+01, -4.0582e-01
1.92072210e+04, -2.4687e+01, 7.1448e-01, -1.0778e+01, -3.8129e-01
1.81904100e+04, -2.4687e+01, 6.7881e-01, -1.0779e+01, -3.5869e-01
1.72274278e+04, -2.4687e+01, 6.4427e-01, -1.0779e+01, -3.3959e-01
1.63154250e+04, -2.4687e+01, 6.1224e-01, -1.0779e+01, -3.1852e-01
1.54517027e+04, -2.4690e+01, 5.8346e-01, -1.0780e+01, -2.9881e-01
1.46337050e+04, -2.4689e+01, 5.5172e-01, -1.0780e+01, -2.8169e-01
1.38590113e+04, -2.4689e+01, 5.2495e-01, -1.0780e+01, -2.6537e-01
1.31253291e+04, -2.4690e+01, 4.9860e-01, -1.0781e+01, -2.5044e-01
1.24304873e+04, -2.4691e+01, 4.7473e-01, -1.0781e+01, -2.3468e-01
1.17724297e+04, -2.4691e+01, 4.5781e-01, -1.0782e+01, -2.2208e-01
1.11492091e+04, -2.4692e+01, 4.2553e-01, -1.0782e+01, -2.1001e-01
1.05589811e+04, -2.4693e+01, 4.0525e-01, -1.0783e+01, -1.9739e-01
9.99999917e+03, -2.4692e+01, 3.8422e-01, -1.0782e+01, -1.8492e-01
