% Moku:Lab Frequency Response Analyzer
% Measurement mode: Input (dBm)
% Channel 1 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 500 mVpp (on), offset 500.0 mV (off), output termination 50 Ohm, phase 0.000 deg
% Channel 2 (on), DC, 200 MHz, 50 Ohm, 1 Vpp, amplitude 50 mVpp (off), offset 0.000 0 V (off), output termination 50 Ohm, phase 0.000 deg
% Logarithmic sweep from 1.000000 MHz to 1.000000 Hz with 128 pts, dynamic amplitude mode off, measuring harmonic 2, delay compensation 229.0 ns (auto), normalization off
% Averaging time 2.00 ms, 1 cycles; Settling time 1.00 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2026-05-22 T 13:53:07 -0300
% Frequency (Hz), Channel 1 Magnitude (dBm), Channel 1 Phase (deg), Channel 2 Magnitude (dBm), Channel 2 Phase (deg)
5.30163037e+04, -4.1833e+01, 4.2018e+02, -4.7860e+01, 2.3997e+02
4.75516237e+04, -4.1933e+01, 4.2664e+02, -4.7977e+01, 2.4645e+02
4.26502181e+04, -4.2085e+01, 4.3248e+02, -4.8117e+01, 2.5233e+02
3.82540271e+04, -4.2296e+01, 4.3787e+02, -4.8350e+01, 2.5743e+02
3.43109756e+04, -4.2530e+01, 4.4268e+02, -4.8593e+01, 2.6234e+02
3.07743559e+04, -4.2800e+01, 4.4703e+02, -4.8879e+01, 2.6662e+02
2.76022750e+04, -4.3102e+01, 4.5080e+02, -4.9172e+01, 2.7044e+02
2.47571577e+04, -4.3409e+01, 4.5416e+02, -4.9495e+01, 2.7361e+02
2.22053022e+04, -4.3737e+01, 4.5713e+02, -4.9805e+01, 2.7672e+02
1.99164804e+04, -4.4073e+01, 4.5972e+02, -5.0166e+01, 2.7917e+02
1.78635800e+04, -4.4399e+01, 4.6213e+02, -5.0494e+01, 2.8140e+02
1.60222832e+04, -4.4729e+01, 4.6403e+02, -5.0828e+01, 2.8342e+02
1.43707790e+04, -4.5054e+01, 4.6581e+02, -5.1162e+01, 2.8510e+02
1.28895043e+04, -4.5360e+01, 4.6746e+02, -5.1483e+01, 2.8666e+02
1.15609127e+04, -4.5684e+01, 4.6869e+02, -5.1834e+01, 2.8807e+02
1.03692663e+04, -4.5991e+01, 4.6980e+02, -5.2180e+01, 2.8883e+02
9.30044934e+03, -4.6296e+01, 4.7070e+02, -5.2483e+01, 2.8976e+02
8.34180123e+03, -4.6611e+01, 4.7143e+02, -5.2804e+01, 2.9046e+02
7.48196621e+03, -4.6895e+01, 4.7236e+02, -5.3127e+01, 2.9109e+02
6.71075908e+03, -4.7197e+01, 4.7267e+02, -5.3379e+01, 2.9145e+02
6.01904449e+03, -4.7485e+01, 4.7300e+02, -5.3715e+01, 2.9181e+02
5.39862869e+03, -4.7785e+01, 4.7340e+02, -5.3976e+01, 2.9237e+02
4.84216254e+03, -4.8071e+01, 4.7371e+02, -5.4307e+01, 2.9274e+02
4.34305440e+03, -4.8336e+01, 4.7376e+02, -5.4527e+01, 2.9277e+02
3.89539206e+03, -4.8621e+01, 4.7392e+02, -5.4835e+01, 2.9253e+02
3.49387272e+03, -4.8882e+01, 4.7389e+02, -5.5092e+01, 2.9340e+02
3.13374018e+03, -4.9196e+01, 4.7414e+02, -5.5371e+01, 2.9335e+02
2.81072846e+03, -4.9423e+01, 4.7437e+02, -5.5702e+01, 2.9244e+02
2.52101132e+03, -4.9699e+01, 4.7424e+02, -5.5944e+01, 2.9387e+02
2.26115691e+03, -4.9970e+01, 4.7409e+02, -5.6175e+01, 2.9414e+02
2.02808712e+03, -5.0205e+01, 4.7383e+02, -5.6524e+01, 2.9387e+02
1.81904110e+03, -5.0492e+01, 4.7425e+02, -5.6682e+01, 2.9347e+02
1.63154260e+03, -5.0776e+01, 4.7410e+02, -5.6838e+01, 2.9403e+02
1.46337059e+03, -5.0977e+01, 4.7405e+02, -5.7060e+01, 2.9386e+02
1.31253299e+03, -5.1239e+01, 4.7416e+02, -5.7405e+01, 2.9353e+02
1.17724305e+03, -5.1521e+01, 4.7413e+02, -5.7614e+01, 2.9336e+02
1.05589818e+03, -5.1779e+01, 4.7357e+02, -5.7853e+01, 2.9381e+02
9.47060982e+02, -5.1925e+01, 4.7450e+02, -5.8055e+01, 2.9481e+02
8.49442234e+02, -5.2350e+01, 4.7432e+02, -5.8249e+01, 2.9398e+02
7.61885583e+02, -5.2534e+01, 4.7428e+02, -5.8840e+01, 2.9507e+02
6.83353874e+02, -5.2775e+01, 4.7381e+02, -5.8938e+01, 2.9442e+02
6.12916857e+02, -5.2978e+01, 4.7449e+02, -5.9051e+01, 2.9370e+02
5.49740169e+02, -5.3298e+01, 4.7389e+02, -5.9552e+01, 2.9409e+02
4.93075447e+02, -5.3539e+01, 4.7472e+02, -5.9822e+01, 2.9412e+02
4.42251467e+02, -5.3781e+01, 4.7405e+02, -5.9960e+01, 2.9575e+02
3.96666193e+02, -5.4019e+01, 4.7266e+02, -6.0171e+01, 2.9224e+02
3.55779641e+02, -5.4199e+01, 4.7493e+02, -6.0842e+01, 2.9303e+02
3.19107490e+02, -5.4405e+01, 4.7437e+02, -6.0458e+01, 2.9428e+02
2.86215338e+02, -5.4787e+01, 4.7313e+02, -6.1420e+01, 2.9328e+02
2.56713560e+02, -5.5105e+01, 4.7270e+02, -6.1623e+01, 2.9368e+02
2.30252691e+02, -5.5328e+01, 4.7285e+02, -6.1313e+01, 2.9477e+02
2.06519288e+02, -5.5561e+01, 4.7282e+02, -6.1755e+01, 2.9312e+02
1.85232217e+02, -5.5676e+01, 4.7412e+02, -6.1823e+01, 2.9227e+02
1.66139321e+02, -5.6051e+01, 4.7295e+02, -6.2083e+01, 2.9389e+02
1.49014434e+02, -5.6182e+01, 4.7254e+02, -6.2576e+01, 2.9133e+02
1.33654702e+02, -5.6534e+01, 4.7179e+02, -6.2443e+01, 2.9292e+02
1.19878182e+02, -5.6845e+01, 4.7179e+02, -6.3085e+01, 2.9158e+02
1.07521683e+02, -5.6983e+01, 4.7104e+02, -6.3042e+01, 2.9268e+02
9.64388355e+01, -5.7282e+01, 4.7136e+02, -6.3665e+01, 2.9187e+02
8.64983580e+01, -5.7660e+01, 4.6952e+02, -6.3864e+01, 2.9031e+02
7.75824997e+01, -5.7947e+01, 4.6866e+02, -6.3943e+01, 2.9114e+02
6.95856477e+01, -5.7590e+01, 4.7043e+02, -6.3952e+01, 2.8911e+02
6.24130749e+01, -5.7914e+01, 4.6719e+02, -6.4502e+01, 2.8786e+02
5.59798183e+01, -5.7832e+01, 4.6820e+02, -6.3653e+01, 2.9127e+02
5.02096727e+01, -5.8814e+01, 4.6800e+02, -6.5421e+01, 2.8748e+02
4.50342874e+01, -5.8596e+01, 4.6903e+02, -6.4541e+01, 2.8852e+02
4.03923574e+01, -5.8862e+01, 4.6927e+02, -6.5685e+01, 2.8618e+02
3.62288965e+01, -5.9186e+01, 4.6772e+02, -6.5300e+01, 2.8832e+02
3.24945863e+01, -5.9225e+01, 4.6848e+02, -6.5516e+01, 2.8746e+02
2.91451918e+01, -5.9370e+01, 4.6683e+02, -6.5814e+01, 2.9020e+02
2.61410376e+01, -5.9476e+01, 4.6870e+02, -6.6021e+01, 2.8742e+02
2.34465381e+01, -5.9875e+01, 4.6851e+02, -6.5772e+01, 2.8726e+02
2.10297753e+01, -6.0055e+01, 4.6748e+02, -6.5780e+01, 2.8842e+02
1.88621215e+01, -6.0287e+01, 4.6681e+02, -6.6389e+01, 2.8743e+02
1.69178996e+01, -6.0319e+01, 4.6802e+02, -6.6246e+01, 2.8886e+02
1.51740793e+01, -6.0553e+01, 4.6680e+02, -6.6854e+01, 2.8548e+02
1.36100041e+01, -6.0742e+01, 4.6864e+02, -6.7701e+01, 2.8988e+02
1.22071466e+01, -6.0709e+01, 4.6764e+02, -6.6958e+01, 2.8673e+02
1.09488893e+01, -6.1118e+01, 4.6847e+02, -6.7335e+01, 2.8791e+02
9.82032749e+00, -6.1051e+01, 4.6616e+02, -6.7998e+01, 2.8476e+02
8.80809269e+00, -6.1275e+01, 4.6768e+02, -6.7270e+01, 2.8997e+02
7.90019446e+00, -6.1585e+01, 4.6781e+02, -6.7620e+01, 2.8582e+02
7.08587827e+00, -6.1739e+01, 4.6722e+02, -6.8305e+01, 2.8776e+02
6.35549809e+00, -6.2063e+01, 4.6563e+02, -6.7450e+01, 2.8774e+02
5.70040218e+00, -6.2170e+01, 4.6631e+02, -6.8663e+01, 2.9056e+02
5.11283059e+00, -6.2267e+01, 4.6531e+02, -6.8647e+01, 2.9029e+02
4.58582322e+00, -6.2394e+01, 4.6572e+02, -6.9259e+01, 2.8865e+02
4.11313737e+00, -6.2462e+01, 4.6515e+02, -6.9358e+01, 2.8665e+02
3.68917383e+00, -6.2833e+01, 4.6545e+02, -6.8730e+01, 2.8508e+02
3.30891053e+00, -6.2778e+01, 4.6684e+02, -6.8824e+01, 2.8425e+02
2.96784305e+00, -6.3046e+01, 4.6365e+02, -6.9654e+01, 2.8306e+02
2.66193125e+00, -6.3485e+01, 4.6447e+02, -6.9204e+01, 2.8075e+02
2.38755146e+00, -6.3363e+01, 4.6336e+02, -6.9548e+01, 2.7641e+02
2.14145349e+00, -6.3441e+01, 4.6546e+02, -7.0362e+01, 2.8493e+02
1.92072218e+00, -6.3379e+01, 4.6350e+02, -7.0097e+01, 2.8296e+02
1.72274285e+00, -6.4071e+01, 4.6161e+02, -7.0768e+01, 2.7917e+02
1.54517034e+00, -6.4090e+01, 4.6073e+02, -7.0398e+01, 2.8493e+02
1.38590119e+00, -6.4373e+01, 4.6291e+02, -7.0342e+01, 2.8058e+02
1.24304878e+00, -6.4321e+01, 4.6274e+02, -7.0806e+01, 2.8570e+02
1.11492096e+00, -6.4676e+01, 4.6172e+02, -7.1483e+01, 2.7769e+02
9.99999963e-01, -6.4427e+01, 4.6361e+02, -7.1676e+01, 2.7874e+02
